params,rez_1,rez_0,proc
"(1, 6, 9, 10, 12)",1,2,0.6666666666666666
"(1, 6, 9, 10, 14)",1,1,0.5
"(1, 6, 9, 13, 15)",0,1,1.0
"(1, 6, 9, 14, 15)",0,1,1.0
"(1, 6, 10, 12, 14)",1,1,0.5
"(1, 6, 10, 12, 15)",0,2,1.0
"(1, 6, 10, 13, 14)",1,1,0.5
"(1, 8, 9, 10, 12)",2,3,0.6
"(1, 8, 10, 12, 13)",0,2,1.0
"(1, 8, 10, 12, 14)",2,1,0.3333333333333333
"(1, 8, 10, 12, 15)",3,3,0.5
"(1, 8, 10, 13, 15)",0,3,1.0
"(1, 8, 12, 13, 15)",1,1,0.5
"(1, 9, 10, 12, 15)",2,4,0.6666666666666666
"(1, 9, 10, 13, 15)",0,2,1.0
"(1, 9, 13, 14, 15)",0,1,1.0
"(1, 10, 12, 13, 14)",0,2,1.0
"(1, 10, 12, 13, 15)",0,4,1.0
"(1, 10, 12, 14, 15)",2,3,0.6
"(1, 10, 13, 14, 15)",0,2,1.0
"(1, 12, 13, 14, 15)",0,2,1.0
"(3, 6, 8, 9, 12)",0,1,1.0
"(3, 6, 8, 10, 15)",0,1,1.0
"(3, 6, 8, 12, 13)",0,1,1.0
"(3, 6, 8, 12, 15)",0,1,1.0
"(3, 6, 8, 13, 14)",0,1,1.0
"(3, 6, 9, 10, 12)",0,1,1.0
"(3, 6, 9, 10, 15)",0,1,1.0
"(3, 6, 9, 12, 14)",0,2,1.0
"(3, 6, 9, 12, 15)",0,1,1.0
"(3, 6, 9, 13, 15)",0,1,1.0
"(3, 6, 9, 14, 15)",0,1,1.0
"(3, 6, 10, 12, 13)",2,1,0.3333333333333333
"(3, 6, 10, 12, 15)",0,1,1.0
"(3, 6, 10, 13, 15)",0,1,1.0
"(3, 6, 10, 14, 15)",0,1,1.0
"(3, 6, 12, 13, 14)",0,1,1.0
"(3, 6, 12, 13, 15)",0,1,1.0
"(3, 6, 12, 14, 15)",0,2,1.0
"(3, 6, 13, 14, 15)",1,1,0.5
"(3, 8, 9, 12, 13)",0,2,1.0
"(3, 8, 9, 12, 14)",0,1,1.0
"(3, 8, 9, 13, 14)",0,2,1.0
"(3, 8, 9, 13, 15)",0,1,1.0
"(3, 8, 9, 14, 15)",1,1,0.5
"(3, 8, 10, 12, 13)",0,1,1.0
"(3, 8, 10, 13, 14)",0,1,1.0
"(3, 8, 10, 13, 15)",1,1,0.5
"(3, 8, 10, 14, 15)",0,1,1.0
"(3, 8, 12, 13, 15)",0,1,1.0
"(3, 8, 13, 14, 15)",0,1,1.0
"(3, 9, 12, 13, 15)",1,3,0.75
"(3, 10, 12, 13, 15)",1,1,0.5
"(3, 10, 12, 14, 15)",0,1,1.0
"(6, 8, 9, 10, 15)",0,3,1.0
"(6, 8, 10, 12, 15)",0,2,1.0
"(6, 8, 10, 13, 14)",0,1,1.0
"(6, 8, 10, 13, 15)",0,3,1.0
"(6, 9, 10, 12, 13)",1,3,0.75
"(6, 9, 10, 12, 15)",0,1,1.0
"(6, 9, 10, 14, 15)",0,1,1.0
"(6, 10, 12, 13, 14)",0,1,1.0
"(6, 10, 12, 13, 15)",0,1,1.0
"(6, 10, 13, 14, 15)",0,1,1.0
"(8, 9, 10, 12, 14)",3,1,0.25
"(8, 10, 12, 14, 15)",2,1,0.3333333333333333
"(8, 10, 13, 14, 15)",0,1,1.0
"(9, 10, 12, 14, 15)",3,3,0.5
"(10, 12, 13, 14, 15)",1,2,0.6666666666666666
"(1, 3, 6, 8, 9, 12)",0,1,1.0
"(1, 3, 6, 8, 9, 14)",0,1,1.0
"(1, 3, 6, 8, 10, 12)",0,1,1.0
"(1, 3, 6, 8, 10, 14)",0,1,1.0
"(1, 3, 6, 8, 10, 15)",0,1,1.0
"(1, 3, 6, 8, 12, 13)",0,1,1.0
"(1, 3, 6, 8, 12, 15)",0,1,1.0
"(1, 3, 6, 8, 13, 14)",0,1,1.0
"(1, 3, 6, 8, 14, 15)",0,1,1.0
"(1, 3, 6, 9, 10, 12)",0,1,1.0
"(1, 3, 6, 9, 10, 14)",0,1,1.0
"(1, 3, 6, 9, 10, 15)",0,1,1.0
"(1, 3, 6, 9, 12, 14)",0,2,1.0
"(1, 3, 6, 9, 12, 15)",0,1,1.0
"(1, 3, 6, 9, 13, 14)",0,1,1.0
"(1, 3, 6, 9, 13, 15)",0,1,1.0
"(1, 3, 6, 9, 14, 15)",0,1,1.0
"(1, 3, 6, 10, 12, 13)",1,1,0.5
"(1, 3, 6, 10, 12, 14)",0,1,1.0
"(1, 3, 6, 10, 12, 15)",0,1,1.0
"(1, 3, 6, 10, 13, 14)",1,1,0.5
"(1, 3, 6, 10, 13, 15)",0,1,1.0
"(1, 3, 6, 10, 14, 15)",0,1,1.0
"(1, 3, 6, 12, 13, 14)",0,1,1.0
"(1, 3, 6, 12, 13, 15)",0,1,1.0
"(1, 3, 6, 12, 14, 15)",0,2,1.0
"(1, 3, 6, 13, 14, 15)",0,1,1.0
"(1, 3, 8, 9, 10, 12)",0,1,1.0
"(1, 3, 8, 9, 10, 15)",0,1,1.0
"(1, 3, 8, 9, 12, 13)",0,2,1.0
"(1, 3, 8, 9, 12, 14)",0,1,1.0
"(1, 3, 8, 9, 12, 15)",0,1,1.0
"(1, 3, 8, 9, 13, 14)",0,1,1.0
"(1, 3, 8, 9, 13, 15)",0,1,1.0
"(1, 3, 8, 9, 14, 15)",0,1,1.0
"(1, 3, 8, 10, 12, 13)",0,1,1.0
"(1, 3, 8, 10, 12, 14)",0,1,1.0
"(1, 3, 8, 10, 12, 15)",1,1,0.5
"(1, 3, 8, 10, 13, 14)",0,1,1.0
"(1, 3, 8, 10, 13, 15)",0,1,1.0
"(1, 3, 8, 10, 14, 15)",0,1,1.0
"(1, 3, 8, 12, 13, 15)",0,1,1.0
"(1, 3, 8, 13, 14, 15)",0,1,1.0
"(1, 3, 9, 10, 12, 13)",0,1,1.0
"(1, 3, 9, 10, 12, 15)",0,1,1.0
"(1, 3, 9, 10, 13, 14)",0,1,1.0
"(1, 3, 9, 10, 13, 15)",0,1,1.0
"(1, 3, 9, 10, 14, 15)",0,1,1.0
"(1, 3, 9, 12, 13, 14)",0,1,1.0
"(1, 3, 9, 12, 13, 15)",0,1,1.0
"(1, 3, 9, 12, 14, 15)",0,1,1.0
"(1, 3, 9, 13, 14, 15)",0,1,1.0
"(1, 3, 10, 12, 13, 14)",0,1,1.0
"(1, 3, 10, 12, 13, 15)",0,1,1.0
"(1, 3, 10, 12, 14, 15)",0,1,1.0
"(1, 3, 10, 13, 14, 15)",0,1,1.0
"(1, 3, 12, 13, 14, 15)",0,1,1.0
"(1, 6, 8, 9, 10, 12)",0,1,1.0
"(1, 6, 8, 9, 10, 14)",0,1,1.0
"(1, 6, 8, 9, 10, 15)",0,3,1.0
"(1, 6, 8, 9, 12, 15)",0,1,1.0
"(1, 6, 8, 9, 13, 15)",0,1,1.0
"(1, 6, 8, 9, 14, 15)",0,1,1.0
"(1, 6, 8, 10, 12, 13)",0,1,1.0
"(1, 6, 8, 10, 12, 14)",0,1,1.0
"(1, 6, 8, 10, 12, 15)",0,2,1.0
"(1, 6, 8, 10, 13, 14)",0,1,1.0
"(1, 6, 8, 10, 13, 15)",0,3,1.0
"(1, 6, 8, 12, 13, 15)",0,1,1.0
"(1, 6, 8, 12, 14, 15)",2,1,0.3333333333333333
"(1, 6, 9, 10, 12, 13)",0,2,1.0
"(1, 6, 9, 10, 12, 14)",1,1,0.5
"(1, 6, 9, 10, 12, 15)",0,1,1.0
"(1, 6, 9, 10, 13, 14)",0,1,1.0
"(1, 6, 9, 10, 13, 15)",0,1,1.0
"(1, 6, 9, 10, 14, 15)",0,1,1.0
"(1, 6, 9, 12, 13, 15)",0,1,1.0
"(1, 6, 9, 12, 14, 15)",0,1,1.0
"(1, 6, 9, 13, 14, 15)",0,1,1.0
"(1, 6, 10, 12, 13, 14)",0,1,1.0
"(1, 6, 10, 12, 13, 15)",0,1,1.0
"(1, 6, 10, 12, 14, 15)",0,1,1.0
"(1, 6, 10, 13, 14, 15)",0,1,1.0
"(1, 6, 12, 13, 14, 15)",0,1,1.0
"(1, 8, 9, 10, 12, 13)",0,2,1.0
"(1, 8, 9, 10, 12, 14)",2,1,0.3333333333333333
"(1, 8, 9, 10, 12, 15)",2,2,0.5
"(1, 8, 9, 10, 13, 15)",0,1,1.0
"(1, 8, 9, 10, 14, 15)",2,1,0.3333333333333333
"(1, 8, 9, 12, 13, 15)",1,1,0.5
"(1, 8, 9, 13, 14, 15)",0,1,1.0
"(1, 8, 10, 12, 13, 14)",0,1,1.0
"(1, 8, 10, 12, 13, 15)",0,1,1.0
"(1, 8, 10, 12, 14, 15)",2,1,0.3333333333333333
"(1, 8, 10, 13, 14, 15)",0,1,1.0
"(1, 8, 12, 13, 14, 15)",0,1,1.0
"(1, 9, 10, 12, 13, 14)",0,1,1.0
"(1, 9, 10, 12, 13, 15)",0,2,1.0
"(1, 9, 10, 12, 14, 15)",2,2,0.5
"(1, 9, 10, 13, 14, 15)",0,1,1.0
"(1, 9, 12, 13, 14, 15)",0,1,1.0
"(1, 10, 12, 13, 14, 15)",0,2,1.0
"(3, 6, 8, 9, 10, 12)",0,1,1.0
"(3, 6, 8, 9, 10, 15)",0,1,1.0
"(3, 6, 8, 9, 12, 13)",0,1,1.0
"(3, 6, 8, 9, 12, 14)",0,1,1.0
"(3, 6, 8, 9, 12, 15)",0,1,1.0
"(3, 6, 8, 9, 13, 14)",0,1,1.0
"(3, 6, 8, 9, 13, 15)",0,1,1.0
"(3, 6, 8, 9, 14, 15)",0,1,1.0
"(3, 6, 8, 10, 12, 13)",0,1,1.0
"(3, 6, 8, 10, 12, 15)",0,1,1.0
"(3, 6, 8, 10, 13, 14)",0,1,1.0
"(3, 6, 8, 10, 13, 15)",0,1,1.0
"(3, 6, 8, 10, 14, 15)",0,1,1.0
"(3, 6, 8, 12, 13, 14)",0,1,1.0
"(3, 6, 8, 12, 13, 15)",0,1,1.0
"(3, 6, 8, 12, 14, 15)",0,1,1.0
"(3, 6, 8, 13, 14, 15)",0,1,1.0
"(3, 6, 9, 10, 12, 13)",0,1,1.0
"(3, 6, 9, 10, 12, 14)",0,1,1.0
"(3, 6, 9, 10, 12, 15)",0,1,1.0
"(3, 6, 9, 10, 13, 15)",0,1,1.0
"(3, 6, 9, 10, 14, 15)",0,1,1.0
"(3, 6, 9, 12, 13, 14)",0,1,1.0
"(3, 6, 9, 12, 13, 15)",0,1,1.0
"(3, 6, 9, 12, 14, 15)",0,1,1.0
"(3, 6, 9, 13, 14, 15)",0,1,1.0
"(3, 6, 10, 12, 13, 14)",0,1,1.0
"(3, 6, 10, 12, 13, 15)",0,1,1.0
"(3, 6, 10, 12, 14, 15)",0,1,1.0
"(3, 6, 10, 13, 14, 15)",0,1,1.0
"(3, 6, 12, 13, 14, 15)",0,1,1.0
"(3, 8, 9, 10, 12, 13)",0,1,1.0
"(3, 8, 9, 10, 12, 14)",0,1,1.0
"(3, 8, 9, 10, 13, 14)",0,1,1.0
"(3, 8, 9, 10, 13, 15)",0,1,1.0
"(3, 8, 9, 10, 14, 15)",0,1,1.0
"(3, 8, 9, 12, 13, 14)",0,1,1.0
"(3, 8, 9, 12, 13, 15)",0,1,1.0
"(3, 8, 9, 12, 14, 15)",0,1,1.0
"(3, 8, 9, 13, 14, 15)",0,1,1.0
"(3, 8, 10, 12, 13, 14)",0,1,1.0
"(3, 8, 10, 12, 13, 15)",0,1,1.0
"(3, 8, 10, 12, 14, 15)",0,1,1.0
"(3, 8, 10, 13, 14, 15)",0,1,1.0
"(3, 8, 12, 13, 14, 15)",0,1,1.0
"(3, 9, 10, 12, 13, 15)",0,1,1.0
"(3, 9, 10, 12, 14, 15)",0,1,1.0
"(3, 9, 12, 13, 14, 15)",0,1,1.0
"(3, 10, 12, 13, 14, 15)",0,1,1.0
"(6, 8, 9, 10, 12, 13)",0,1,1.0
"(6, 8, 9, 10, 12, 14)",0,1,1.0
"(6, 8, 9, 10, 12, 15)",0,1,1.0
"(6, 8, 9, 10, 13, 14)",0,1,1.0
"(6, 8, 9, 10, 13, 15)",0,1,1.0
"(6, 8, 9, 10, 14, 15)",0,1,1.0
"(6, 8, 10, 12, 13, 14)",0,1,1.0
"(6, 8, 10, 12, 13, 15)",0,1,1.0
"(6, 8, 10, 12, 14, 15)",0,1,1.0
"(6, 8, 10, 13, 14, 15)",0,1,1.0
"(6, 9, 10, 12, 13, 14)",0,1,1.0
"(6, 9, 10, 12, 13, 15)",0,1,1.0
"(6, 9, 10, 12, 14, 15)",0,1,1.0
"(6, 9, 10, 13, 14, 15)",0,1,1.0
"(6, 10, 12, 13, 14, 15)",0,1,1.0
"(7, 8, 9, 13, 14, 15)",0,1,1.0
"(8, 9, 10, 12, 13, 14)",0,1,1.0
"(8, 9, 10, 12, 14, 15)",2,1,0.3333333333333333
"(8, 9, 10, 13, 14, 15)",0,1,1.0
"(8, 10, 12, 13, 14, 15)",0,1,1.0
"(9, 10, 12, 13, 14, 15)",1,1,0.5
"(1, 3, 6, 8, 9, 10, 12)",0,1,1.0
"(1, 3, 6, 8, 9, 10, 14)",0,1,1.0
"(1, 3, 6, 8, 9, 10, 15)",0,1,1.0
"(1, 3, 6, 8, 9, 12, 13)",0,1,1.0
"(1, 3, 6, 8, 9, 12, 14)",0,1,1.0
"(1, 3, 6, 8, 9, 12, 15)",0,1,1.0
"(1, 3, 6, 8, 9, 13, 14)",0,1,1.0
"(1, 3, 6, 8, 9, 13, 15)",0,1,1.0
"(1, 3, 6, 8, 9, 14, 15)",0,1,1.0
"(1, 3, 6, 8, 10, 12, 13)",0,1,1.0
"(1, 3, 6, 8, 10, 12, 14)",0,1,1.0
"(1, 3, 6, 8, 10, 12, 15)",0,1,1.0
"(1, 3, 6, 8, 10, 13, 14)",0,1,1.0
"(1, 3, 6, 8, 10, 13, 15)",0,1,1.0
"(1, 3, 6, 8, 10, 14, 15)",0,1,1.0
"(1, 3, 6, 8, 12, 13, 14)",0,1,1.0
"(1, 3, 6, 8, 12, 13, 15)",0,1,1.0
"(1, 3, 6, 8, 12, 14, 15)",0,1,1.0
"(1, 3, 6, 8, 13, 14, 15)",0,1,1.0
"(1, 3, 6, 9, 10, 12, 13)",0,1,1.0
"(1, 3, 6, 9, 10, 12, 14)",0,1,1.0
"(1, 3, 6, 9, 10, 12, 15)",0,1,1.0
"(1, 3, 6, 9, 10, 13, 14)",0,1,1.0
"(1, 3, 6, 9, 10, 13, 15)",0,1,1.0
"(1, 3, 6, 9, 10, 14, 15)",0,1,1.0
"(1, 3, 6, 9, 12, 13, 14)",0,1,1.0
"(1, 3, 6, 9, 12, 13, 15)",0,1,1.0
"(1, 3, 6, 9, 12, 14, 15)",0,1,1.0
"(1, 3, 6, 9, 13, 14, 15)",0,1,1.0
"(1, 3, 6, 10, 12, 13, 14)",0,1,1.0
"(1, 3, 6, 10, 12, 13, 15)",0,1,1.0
"(1, 3, 6, 10, 12, 14, 15)",0,1,1.0
"(1, 3, 6, 10, 13, 14, 15)",0,1,1.0
"(1, 3, 6, 12, 13, 14, 15)",0,1,1.0
"(1, 3, 8, 9, 10, 12, 13)",0,1,1.0
"(1, 3, 8, 9, 10, 12, 14)",0,1,1.0
"(1, 3, 8, 9, 10, 12, 15)",0,1,1.0
"(1, 3, 8, 9, 10, 13, 14)",0,1,1.0
"(1, 3, 8, 9, 10, 13, 15)",0,1,1.0
"(1, 3, 8, 9, 10, 14, 15)",0,1,1.0
"(1, 3, 8, 9, 12, 13, 14)",0,1,1.0
"(1, 3, 8, 9, 12, 13, 15)",0,1,1.0
"(1, 3, 8, 9, 12, 14, 15)",0,1,1.0
"(1, 3, 8, 9, 13, 14, 15)",0,1,1.0
"(1, 3, 8, 10, 12, 13, 14)",0,1,1.0
"(1, 3, 8, 10, 12, 13, 15)",0,1,1.0
"(1, 3, 8, 10, 12, 14, 15)",0,1,1.0
"(1, 3, 8, 10, 13, 14, 15)",0,1,1.0
"(1, 3, 8, 12, 13, 14, 15)",0,1,1.0
"(1, 3, 9, 10, 12, 13, 14)",0,1,1.0
"(1, 3, 9, 10, 12, 13, 15)",0,1,1.0
"(1, 3, 9, 10, 12, 14, 15)",0,1,1.0
"(1, 3, 9, 10, 13, 14, 15)",0,1,1.0
"(1, 3, 9, 12, 13, 14, 15)",0,1,1.0
"(1, 3, 10, 12, 13, 14, 15)",0,1,1.0
"(1, 6, 8, 9, 10, 12, 13)",0,1,1.0
"(1, 6, 8, 9, 10, 12, 14)",0,1,1.0
"(1, 6, 8, 9, 10, 12, 15)",0,1,1.0
"(1, 6, 8, 9, 10, 13, 14)",0,1,1.0
"(1, 6, 8, 9, 10, 13, 15)",0,1,1.0
"(1, 6, 8, 9, 10, 14, 15)",0,1,1.0
"(1, 6, 8, 9, 12, 13, 15)",0,1,1.0
"(1, 6, 8, 9, 12, 14, 15)",0,1,1.0
"(1, 6, 8, 9, 13, 14, 15)",0,1,1.0
"(1, 6, 8, 10, 12, 13, 14)",0,1,1.0
"(1, 6, 8, 10, 12, 13, 15)",0,1,1.0
"(1, 6, 8, 10, 12, 14, 15)",0,1,1.0
"(1, 6, 8, 10, 13, 14, 15)",0,1,1.0
"(1, 6, 8, 12, 13, 14, 15)",0,1,1.0
"(1, 6, 9, 10, 12, 13, 14)",0,1,1.0
"(1, 6, 9, 10, 12, 13, 15)",0,1,1.0
"(1, 6, 9, 10, 12, 14, 15)",0,1,1.0
"(1, 6, 9, 10, 13, 14, 15)",0,1,1.0
"(1, 6, 9, 12, 13, 14, 15)",0,1,1.0
"(1, 6, 10, 12, 13, 14, 15)",0,1,1.0
"(1, 8, 9, 10, 12, 13, 14)",0,1,1.0
"(1, 8, 9, 10, 12, 13, 15)",0,1,1.0
"(1, 8, 9, 10, 12, 14, 15)",2,1,0.3333333333333333
"(1, 8, 9, 10, 13, 14, 15)",0,1,1.0
"(1, 8, 9, 12, 13, 14, 15)",0,1,1.0
"(1, 8, 10, 12, 13, 14, 15)",0,1,1.0
"(1, 9, 10, 12, 13, 14, 15)",0,1,1.0
"(3, 6, 8, 9, 10, 12, 13)",0,1,1.0
"(3, 6, 8, 9, 10, 12, 14)",0,1,1.0
"(3, 6, 8, 9, 10, 12, 15)",0,1,1.0
"(3, 6, 8, 9, 10, 13, 14)",0,1,1.0
"(3, 6, 8, 9, 10, 13, 15)",0,1,1.0
"(3, 6, 8, 9, 10, 14, 15)",0,1,1.0
"(3, 6, 8, 9, 12, 13, 14)",0,1,1.0
"(3, 6, 8, 9, 12, 13, 15)",0,1,1.0
"(3, 6, 8, 9, 12, 14, 15)",0,1,1.0
"(3, 6, 8, 9, 13, 14, 15)",0,1,1.0
"(3, 6, 8, 10, 12, 13, 14)",0,1,1.0
"(3, 6, 8, 10, 12, 13, 15)",0,1,1.0
"(3, 6, 8, 10, 12, 14, 15)",0,1,1.0
"(3, 6, 8, 10, 13, 14, 15)",0,1,1.0
"(3, 6, 8, 12, 13, 14, 15)",0,1,1.0
"(3, 6, 9, 10, 12, 13, 14)",0,1,1.0
"(3, 6, 9, 10, 12, 13, 15)",0,1,1.0
"(3, 6, 9, 10, 12, 14, 15)",0,1,1.0
"(3, 6, 9, 10, 13, 14, 15)",0,1,1.0
"(3, 6, 9, 12, 13, 14, 15)",0,1,1.0
"(3, 6, 10, 12, 13, 14, 15)",0,1,1.0
"(3, 8, 9, 10, 12, 13, 14)",0,1,1.0
"(3, 8, 9, 10, 12, 13, 15)",0,1,1.0
"(3, 8, 9, 10, 12, 14, 15)",0,1,1.0
"(3, 8, 9, 10, 13, 14, 15)",0,1,1.0
"(3, 8, 9, 12, 13, 14, 15)",0,1,1.0
"(3, 8, 10, 12, 13, 14, 15)",0,1,1.0
"(3, 9, 10, 12, 13, 14, 15)",0,1,1.0
"(6, 8, 9, 10, 12, 13, 14)",0,1,1.0
"(6, 8, 9, 10, 12, 13, 15)",0,1,1.0
"(6, 8, 9, 10, 12, 14, 15)",0,1,1.0
"(6, 8, 9, 10, 13, 14, 15)",0,1,1.0
"(6, 8, 10, 12, 13, 14, 15)",0,1,1.0
"(6, 9, 10, 12, 13, 14, 15)",0,1,1.0
"(8, 9, 10, 12, 13, 14, 15)",0,1,1.0
"(1, 3, 6, 8, 9, 10, 12, 13)",0,1,1.0
"(1, 3, 6, 8, 9, 10, 12, 14)",0,1,1.0
"(1, 3, 6, 8, 9, 10, 12, 15)",0,1,1.0
"(1, 3, 6, 8, 9, 10, 13, 14)",0,1,1.0
"(1, 3, 6, 8, 9, 10, 13, 15)",0,1,1.0
"(1, 3, 6, 8, 9, 10, 14, 15)",0,1,1.0
"(1, 3, 6, 8, 9, 12, 13, 14)",0,1,1.0
"(1, 3, 6, 8, 9, 12, 13, 15)",0,1,1.0
"(1, 3, 6, 8, 9, 12, 14, 15)",0,1,1.0
"(1, 3, 6, 8, 9, 13, 14, 15)",0,1,1.0
"(1, 3, 6, 8, 10, 12, 13, 14)",0,1,1.0
"(1, 3, 6, 8, 10, 12, 13, 15)",0,1,1.0
"(1, 3, 6, 8, 10, 12, 14, 15)",0,1,1.0
"(1, 3, 6, 8, 10, 13, 14, 15)",0,1,1.0
"(1, 3, 6, 8, 12, 13, 14, 15)",0,1,1.0
"(1, 3, 6, 9, 10, 12, 13, 14)",0,1,1.0
"(1, 3, 6, 9, 10, 12, 13, 15)",0,1,1.0
"(1, 3, 6, 9, 10, 12, 14, 15)",0,1,1.0
"(1, 3, 6, 9, 10, 13, 14, 15)",0,1,1.0
"(1, 3, 6, 9, 12, 13, 14, 15)",0,1,1.0
"(1, 3, 6, 10, 12, 13, 14, 15)",0,1,1.0
"(1, 3, 8, 9, 10, 12, 13, 14)",0,1,1.0
"(1, 3, 8, 9, 10, 12, 13, 15)",0,1,1.0
"(1, 3, 8, 9, 10, 12, 14, 15)",0,1,1.0
"(1, 3, 8, 9, 10, 13, 14, 15)",0,1,1.0
"(1, 3, 8, 9, 12, 13, 14, 15)",0,1,1.0
"(1, 3, 8, 10, 12, 13, 14, 15)",0,1,1.0
"(1, 3, 9, 10, 12, 13, 14, 15)",0,1,1.0
"(1, 6, 8, 9, 10, 12, 13, 14)",0,1,1.0
"(1, 6, 8, 9, 10, 12, 13, 15)",0,1,1.0
"(1, 6, 8, 9, 10, 12, 14, 15)",0,1,1.0
"(1, 6, 8, 9, 10, 13, 14, 15)",0,1,1.0
"(1, 6, 8, 9, 12, 13, 14, 15)",0,1,1.0
"(1, 6, 8, 10, 12, 13, 14, 15)",0,1,1.0
"(1, 6, 9, 10, 12, 13, 14, 15)",0,1,1.0
"(1, 8, 9, 10, 12, 13, 14, 15)",0,1,1.0
"(3, 6, 8, 9, 10, 12, 13, 14)",0,1,1.0
"(3, 6, 8, 9, 10, 12, 13, 15)",0,1,1.0
"(3, 6, 8, 9, 10, 12, 14, 15)",0,1,1.0
"(3, 6, 8, 9, 10, 13, 14, 15)",0,1,1.0
"(3, 6, 8, 9, 12, 13, 14, 15)",0,1,1.0
"(3, 6, 8, 10, 12, 13, 14, 15)",0,1,1.0
"(3, 6, 9, 10, 12, 13, 14, 15)",0,1,1.0
"(3, 8, 9, 10, 12, 13, 14, 15)",0,1,1.0
"(6, 8, 9, 10, 12, 13, 14, 15)",0,1,1.0
"(1, 3, 6, 8, 9, 10, 12, 13, 14)",0,1,1.0
"(1, 3, 6, 8, 9, 10, 12, 13, 15)",0,1,1.0
"(1, 3, 6, 8, 9, 10, 12, 14, 15)",0,1,1.0
"(1, 3, 6, 8, 9, 10, 13, 14, 15)",0,1,1.0
"(1, 3, 6, 8, 9, 12, 13, 14, 15)",0,1,1.0
"(1, 3, 6, 8, 10, 12, 13, 14, 15)",0,1,1.0
"(1, 3, 6, 9, 10, 12, 13, 14, 15)",0,1,1.0
"(1, 3, 8, 9, 10, 12, 13, 14, 15)",0,1,1.0
"(1, 6, 8, 9, 10, 12, 13, 14, 15)",0,1,1.0
"(3, 6, 8, 9, 10, 12, 13, 14, 15)",0,1,1.0
"(1, 3, 6, 8, 9, 10, 12, 13, 14, 15)",0,1,1.0
"(1, 5, 6, 10, 11)",1,0,0.0
"(5, 6, 10, 11, 13)",1,0,0.0
"(1, 5, 6, 10, 11, 13)",1,0,0.0
"(1, 4, 10, 12, 14)",1,1,0.5
"(1, 4, 10, 13, 14)",1,1,0.5
"(4, 10, 12, 13, 15)",0,2,1.0
"(4, 10, 12, 14, 15)",0,1,1.0
"(1, 4, 10, 12, 13, 14)",0,1,1.0
"(1, 4, 10, 12, 13, 15)",0,1,1.0
"(1, 4, 10, 12, 14, 15)",0,1,1.0
"(1, 4, 10, 13, 14, 15)",0,1,1.0
"(1, 4, 12, 13, 14, 15)",0,1,1.0
"(4, 10, 12, 13, 14, 15)",0,1,1.0
"(1, 4, 10, 12, 13, 14, 15)",0,1,1.0
"(4, 8, 10, 12, 14)",0,1,1.0
"(8, 10, 11, 12, 14)",2,1,0.3333333333333333
"(4, 8, 10, 11, 12, 14)",0,1,1.0
"(0, 2, 6, 9, 12)",1,1,0.5
"(2, 5, 6, 7, 12)",1,0,0.0
"(0, 2, 5, 6, 7, 12)",1,0,0.0
"(0, 2, 5, 6, 9, 12)",1,0,0.0
"(0, 2, 6, 7, 9, 12)",1,1,0.5
"(0, 5, 6, 7, 9, 12)",1,1,0.5
"(2, 5, 6, 7, 9, 12)",1,0,0.0
"(0, 2, 5, 6, 7, 9, 12)",1,0,0.0
"(4, 5, 7, 11, 15)",1,1,0.5
"(4, 5, 8, 11, 15)",0,1,1.0
"(4, 5, 11, 13, 15)",0,1,1.0
"(4, 7, 8, 13, 15)",0,1,1.0
"(4, 7, 11, 13, 15)",0,1,1.0
"(5, 7, 8, 11, 15)",1,2,0.6666666666666666
"(5, 7, 8, 13, 15)",1,2,0.6666666666666666
"(5, 8, 11, 13, 15)",0,1,1.0
"(4, 5, 7, 8, 11, 15)",0,1,1.0
"(4, 5, 7, 8, 13, 15)",0,1,1.0
"(4, 5, 7, 11, 13, 15)",0,1,1.0
"(4, 5, 8, 11, 13, 15)",0,1,1.0
"(4, 7, 8, 11, 13, 15)",0,1,1.0
"(5, 7, 8, 11, 13, 15)",0,1,1.0
"(4, 5, 7, 8, 11, 13, 15)",0,1,1.0
"(2, 3, 8, 12, 15)",1,2,0.6666666666666666
"(1, 2, 4, 11, 12)",1,2,0.6666666666666666
"(1, 2, 9, 11, 13)",1,1,0.5
"(1, 4, 8, 11, 13)",1,1,0.5
"(1, 8, 11, 12, 13)",2,0,0.0
"(2, 8, 9, 11, 13)",1,1,0.5
"(1, 2, 4, 8, 9, 13)",1,1,0.5
"(1, 2, 4, 8, 11, 12)",1,0,0.0
"(1, 2, 4, 8, 11, 13)",1,1,0.5
"(1, 2, 4, 9, 11, 12)",1,2,0.6666666666666666
"(1, 2, 4, 9, 11, 13)",1,1,0.5
"(1, 2, 4, 9, 12, 13)",1,1,0.5
"(1, 2, 4, 11, 12, 13)",1,0,0.0
"(1, 2, 4, 11, 12, 14)",1,0,0.0
"(1, 2, 8, 9, 11, 12)",2,0,0.0
"(1, 2, 8, 9, 11, 13)",1,1,0.5
"(1, 2, 8, 11, 12, 13)",1,0,0.0
"(1, 2, 9, 11, 12, 13)",1,0,0.0
"(1, 4, 8, 9, 11, 13)",1,1,0.5
"(1, 4, 8, 9, 12, 13)",1,0,0.0
"(1, 4, 8, 11, 12, 13)",1,0,0.0
"(1, 8, 9, 11, 12, 13)",2,0,0.0
"(2, 4, 8, 9, 11, 12)",1,0,0.0
"(2, 4, 8, 9, 11, 13)",1,1,0.5
"(2, 8, 9, 11, 12, 13)",1,0,0.0
