params,rez_1,rez_0,proc
"(5, 6, 7, 15)",5,8,0.6153846153846154
"(5, 6, 10, 15)",2,1,0.3333333333333333
"(5, 6, 12, 15)",8,7,0.4666666666666667
"(5, 6, 13, 15)",5,2,0.2857142857142857
"(5, 7, 9, 10)",9,15,0.625
"(5, 7, 9, 13)",8,11,0.5789473684210527
"(5, 7, 9, 15)",7,9,0.5625
"(5, 7, 10, 15)",4,5,0.5555555555555556
"(5, 7, 12, 15)",5,11,0.6875
"(5, 7, 13, 15)",4,4,0.5
"(5, 9, 10, 13)",10,5,0.3333333333333333
"(5, 9, 13, 15)",7,3,0.3
"(5, 10, 13, 15)",3,2,0.4
"(6, 7, 10, 15)",2,3,0.6
"(6, 7, 12, 15)",4,4,0.5
"(7, 9, 10, 13)",16,11,0.4074074074074074
"(7, 10, 13, 15)",5,4,0.4444444444444444
"(1, 2, 3, 5, 15)",1,1,0.5
"(1, 2, 3, 12, 15)",2,4,0.6666666666666666
"(1, 2, 5, 12, 15)",4,2,0.3333333333333333
"(1, 3, 5, 12, 15)",4,2,0.3333333333333333
"(1, 4, 5, 6, 7)",2,1,0.3333333333333333
"(1, 4, 5, 6, 12)",2,0,0.0
"(1, 4, 5, 6, 15)",3,1,0.25
"(1, 4, 5, 7, 12)",3,1,0.25
"(1, 4, 5, 7, 15)",4,0,0.0
"(1, 4, 5, 10, 15)",4,1,0.2
"(1, 4, 5, 12, 15)",5,1,0.16666666666666666
"(1, 4, 5, 13, 15)",3,3,0.5
"(1, 4, 6, 7, 15)",2,2,0.5
"(1, 4, 6, 12, 15)",3,1,0.25
"(1, 4, 7, 10, 15)",2,0,0.0
"(1, 4, 7, 12, 15)",6,1,0.14285714285714285
"(1, 4, 7, 13, 15)",2,0,0.0
"(1, 5, 6, 7, 12)",3,0,0.0
"(1, 5, 6, 7, 15)",4,3,0.42857142857142855
"(1, 5, 6, 12, 15)",5,2,0.2857142857142857
"(1, 5, 7, 10, 15)",2,0,0.0
"(1, 5, 7, 12, 15)",4,0,0.0
"(1, 5, 7, 13, 15)",2,2,0.5
"(1, 5, 9, 10, 15)",4,2,0.3333333333333333
"(1, 5, 10, 12, 15)",4,2,0.3333333333333333
"(1, 6, 7, 12, 15)",3,1,0.25
"(3, 4, 5, 6, 7)",2,2,0.5
"(3, 4, 5, 6, 13)",2,1,0.3333333333333333
"(3, 4, 5, 6, 15)",2,1,0.3333333333333333
"(3, 4, 5, 7, 13)",3,1,0.25
"(3, 4, 5, 13, 15)",2,0,0.0
"(3, 4, 6, 7, 13)",3,1,0.25
"(3, 4, 6, 7, 15)",2,2,0.5
"(3, 4, 6, 13, 15)",2,0,0.0
"(3, 4, 7, 13, 15)",2,0,0.0
"(3, 5, 6, 7, 13)",2,0,0.0
"(3, 5, 6, 7, 15)",3,3,0.5
"(3, 5, 6, 13, 15)",3,0,0.0
"(3, 5, 7, 13, 15)",2,0,0.0
"(3, 5, 9, 10, 15)",2,2,0.5
"(3, 6, 7, 13, 15)",2,0,0.0
"(4, 5, 6, 7, 10)",3,5,0.625
"(4, 5, 6, 7, 12)",3,0,0.0
"(4, 5, 6, 7, 13)",3,2,0.4
"(4, 5, 6, 7, 15)",3,2,0.4
"(4, 5, 6, 10, 15)",2,1,0.3333333333333333
"(4, 5, 6, 12, 15)",4,1,0.2
"(4, 5, 6, 13, 15)",3,1,0.25
"(4, 5, 7, 9, 10)",4,9,0.6923076923076923
"(4, 5, 7, 9, 13)",6,4,0.4
"(4, 5, 7, 9, 15)",5,4,0.4444444444444444
"(4, 5, 7, 10, 15)",3,1,0.25
"(4, 5, 7, 12, 15)",3,2,0.4
"(4, 5, 7, 13, 15)",2,1,0.3333333333333333
"(4, 5, 9, 10, 13)",5,4,0.4444444444444444
"(4, 5, 9, 10, 15)",3,2,0.4
"(4, 5, 9, 13, 15)",3,0,0.0
"(4, 5, 10, 13, 15)",2,1,0.3333333333333333
"(4, 6, 7, 10, 15)",2,1,0.3333333333333333
"(4, 6, 7, 12, 15)",2,1,0.3333333333333333
"(4, 7, 9, 10, 13)",10,9,0.47368421052631576
"(4, 7, 9, 10, 15)",2,3,0.6
"(4, 7, 9, 13, 15)",3,3,0.5
"(4, 7, 10, 13, 15)",2,2,0.5
"(5, 6, 7, 10, 15)",2,0,0.0
"(5, 6, 7, 12, 15)",3,2,0.4
"(5, 6, 7, 13, 15)",2,0,0.0
"(5, 7, 9, 10, 13)",6,3,0.3333333333333333
"(5, 7, 9, 10, 15)",2,3,0.6
"(5, 7, 9, 13, 15)",2,0,0.0
"(5, 7, 10, 13, 15)",2,1,0.3333333333333333
"(5, 9, 10, 13, 15)",2,0,0.0
"(7, 9, 10, 13, 15)",4,2,0.3333333333333333
"(1, 2, 3, 5, 12, 15)",1,1,0.5
"(1, 4, 5, 6, 7, 12)",2,0,0.0
"(1, 4, 5, 6, 7, 15)",2,0,0.0
"(1, 4, 5, 6, 12, 15)",2,0,0.0
"(1, 4, 5, 7, 10, 15)",2,0,0.0
"(1, 4, 5, 7, 12, 15)",3,0,0.0
"(1, 4, 5, 7, 13, 15)",2,0,0.0
"(1, 4, 6, 7, 12, 15)",2,0,0.0
"(1, 5, 6, 7, 12, 15)",3,0,0.0
"(3, 4, 5, 6, 7, 13)",2,0,0.0
"(3, 4, 5, 6, 7, 15)",2,1,0.3333333333333333
"(3, 4, 5, 6, 13, 15)",2,0,0.0
"(3, 4, 5, 7, 13, 15)",2,0,0.0
"(3, 4, 6, 7, 13, 15)",2,0,0.0
"(3, 5, 6, 7, 13, 15)",2,0,0.0
"(4, 5, 6, 7, 10, 15)",2,0,0.0
"(4, 5, 6, 7, 12, 15)",2,0,0.0
"(4, 5, 6, 7, 13, 15)",2,0,0.0
"(4, 5, 7, 9, 10, 13)",4,3,0.42857142857142855
"(4, 5, 7, 9, 10, 15)",2,1,0.3333333333333333
"(4, 5, 7, 9, 13, 15)",2,0,0.0
"(4, 5, 7, 10, 13, 15)",2,0,0.0
"(4, 5, 9, 10, 13, 15)",2,0,0.0
"(4, 7, 9, 10, 13, 15)",2,2,0.5
"(5, 7, 9, 10, 13, 15)",2,0,0.0
"(1, 4, 5, 6, 7, 12, 15)",2,0,0.0
"(3, 4, 5, 6, 7, 13, 15)",2,0,0.0
"(4, 5, 7, 9, 10, 13, 15)",2,0,0.0
"(8, 9, 12)",18,35,0.660377358490566
"(0, 1, 3, 10)",4,6,0.6
"(0, 1, 3, 11)",7,8,0.5333333333333333
"(0, 1, 8, 9)",8,12,0.6
"(0, 1, 8, 10)",4,6,0.6
"(1, 3, 10, 11)",2,8,0.8
"(1, 8, 9, 10)",6,19,0.76
"(1, 8, 11, 13)",9,12,0.5714285714285714
"(8, 9, 10, 12)",5,12,0.7058823529411765
"(8, 9, 10, 13)",4,11,0.7333333333333333
"(8, 9, 11, 12)",8,13,0.6190476190476191
"(8, 9, 12, 13)",5,12,0.7058823529411765
"(0, 1, 3, 10, 11)",0,4,1.0
"(0, 1, 8, 9, 10)",4,5,0.5555555555555556
"(8, 9, 10, 11, 12)",2,4,0.6666666666666666
"(8, 9, 10, 11, 13)",4,4,0.5
"(8, 9, 10, 12, 13)",0,4,1.0
"(8, 9, 11, 12, 13)",2,3,0.6
"(8, 9, 10, 11, 12, 13)",0,1,1.0
"(0, 7, 15)",13,21,0.6176470588235294
"(0, 1, 4, 15)",6,8,0.5714285714285714
"(0, 1, 7, 15)",5,7,0.5833333333333334
"(0, 1, 13, 15)",4,7,0.6363636363636364
"(0, 4, 7, 15)",4,5,0.5555555555555556
"(0, 1, 4, 7, 15)",2,2,0.5
"(0, 6, 9)",17,17,0.5
"(0, 2, 3, 10)",4,7,0.6363636363636364
"(0, 2, 7, 10)",2,5,0.7142857142857143
"(0, 3, 7, 10)",4,5,0.5555555555555556
"(0, 4, 7, 10)",4,6,0.6
"(0, 6, 9, 10)",5,7,0.5833333333333334
"(2, 3, 7, 10)",2,3,0.6
"(4, 7, 9, 12)",8,17,0.68
"(4, 7, 10, 12)",9,10,0.5263157894736842
"(4, 7, 10, 14)",4,2,0.3333333333333333
"(4, 9, 12, 13)",14,11,0.44
"(7, 9, 10, 12)",11,21,0.65625
"(7, 9, 12, 13)",10,10,0.5
"(0, 2, 3, 4, 10)",3,3,0.5
"(0, 2, 3, 7, 10)",2,2,0.5
"(0, 2, 4, 7, 10)",2,4,0.6666666666666666
"(0, 3, 4, 7, 10)",3,2,0.4
"(2, 3, 4, 7, 10)",2,2,0.5
"(4, 7, 9, 10, 12)",6,8,0.5714285714285714
"(4, 7, 9, 12, 13)",4,5,0.5555555555555556
"(4, 7, 10, 12, 13)",4,3,0.42857142857142855
"(4, 9, 10, 12, 13)",3,4,0.5714285714285714
"(7, 9, 10, 12, 13)",6,3,0.3333333333333333
"(0, 2, 3, 4, 7, 10)",2,2,0.5
"(4, 7, 9, 10, 12, 13)",3,2,0.4
"(0, 5, 15)",18,26,0.5909090909090909
"(1, 14, 15)",14,22,0.6111111111111112
"(5, 13, 14)",11,17,0.6071428571428571
"(0, 1, 3, 15)",5,9,0.6428571428571429
"(0, 1, 5, 15)",10,10,0.5
"(0, 1, 9, 15)",9,10,0.5263157894736842
"(0, 3, 5, 15)",5,8,0.6153846153846154
"(0, 5, 9, 15)",5,8,0.6153846153846154
"(0, 5, 12, 15)",8,12,0.6
"(1, 5, 12, 14)",9,6,0.4
"(1, 5, 14, 15)",3,5,0.625
"(1, 12, 14, 15)",7,9,0.5625
"(5, 12, 14, 15)",5,5,0.5
"(5, 13, 14, 15)",4,1,0.2
"(0, 1, 3, 5, 15)",2,2,0.5
"(0, 1, 5, 9, 15)",3,3,0.5
"(0, 1, 5, 12, 15)",5,4,0.4444444444444444
"(1, 5, 12, 14, 15)",2,4,0.6666666666666666
"(4, 11, 15)",14,25,0.6410256410256411
"(3, 4, 11, 15)",3,5,0.625
"(3, 7, 11, 15)",6,5,0.45454545454545453
"(4, 7, 11, 12)",7,4,0.36363636363636365
"(4, 7, 11, 14)",4,5,0.5555555555555556
"(4, 7, 11, 15)",5,3,0.375
"(4, 7, 12, 14)",4,5,0.5555555555555556
"(4, 11, 12, 15)",3,7,0.7
"(4, 11, 14, 15)",5,6,0.5454545454545454
"(7, 11, 12, 14)",4,5,0.5555555555555556
"(7, 11, 12, 15)",3,4,0.5714285714285714
"(7, 11, 14, 15)",6,5,0.45454545454545453
"(7, 12, 14, 15)",4,4,0.5
"(11, 12, 14, 15)",8,6,0.42857142857142855
"(3, 4, 7, 11, 15)",3,2,0.4
"(4, 7, 11, 12, 14)",2,2,0.5
"(4, 7, 11, 12, 15)",2,1,0.3333333333333333
"(4, 7, 11, 14, 15)",3,2,0.4
"(4, 7, 12, 14, 15)",2,2,0.5
"(4, 11, 12, 14, 15)",2,3,0.6
"(7, 11, 12, 14, 15)",2,1,0.3333333333333333
"(4, 7, 11, 12, 14, 15)",2,1,0.3333333333333333
"(0, 6, 15)",10,19,0.6551724137931034
"(5, 8, 15)",11,17,0.6071428571428571
"(0, 5, 6, 8)",3,7,0.7
"(0, 5, 6, 15)",2,8,0.8
"(0, 5, 8, 15)",4,6,0.6
"(0, 6, 8, 15)",3,4,0.5714285714285714
"(5, 6, 8, 15)",1,6,0.8571428571428571
"(5, 8, 12, 15)",5,7,0.5833333333333334
"(5, 8, 13, 15)",2,4,0.6666666666666666
"(0, 5, 6, 8, 15)",0,2,1.0
"(1, 4, 12, 14)",9,6,0.4
"(0, 1, 3, 4, 10)",2,0,0.0
"(0, 6, 8, 9)",5,6,0.5454545454545454
"(6, 8, 9, 10)",4,12,0.75
"(0, 6, 8, 9, 10)",1,2,0.6666666666666666
"(0, 4, 6)",16,27,0.627906976744186
"(2, 7, 8)",11,20,0.6451612903225806
"(5, 6, 9)",16,28,0.6363636363636364
"(0, 1, 3, 9)",5,7,0.5833333333333334
"(0, 1, 4, 6)",4,10,0.7142857142857143
"(0, 1, 5, 6)",4,5,0.5555555555555556
"(0, 1, 5, 8)",9,10,0.5263157894736842
"(0, 1, 6, 8)",6,9,0.6
"(0, 1, 6, 9)",4,7,0.6363636363636364
"(0, 1, 7, 8)",4,10,0.7142857142857143
"(0, 2, 3, 5)",2,12,0.8571428571428571
"(0, 2, 3, 9)",2,13,0.8666666666666667
"(0, 2, 4, 6)",3,7,0.7
"(0, 2, 5, 6)",6,6,0.5
"(0, 2, 6, 7)",1,5,0.8333333333333334
"(0, 2, 6, 8)",3,9,0.75
"(0, 2, 6, 9)",1,7,0.875
"(0, 2, 7, 8)",2,9,0.8181818181818182
"(0, 2, 7, 9)",6,11,0.6470588235294118
"(0, 2, 8, 9)",4,12,0.75
"(0, 3, 5, 7)",7,10,0.5882352941176471
"(0, 3, 5, 9)",6,16,0.7272727272727273
"(0, 3, 7, 9)",6,10,0.625
"(0, 4, 5, 6)",2,5,0.7142857142857143
"(0, 4, 5, 7)",4,5,0.5555555555555556
"(0, 4, 6, 7)",1,8,0.8888888888888888
"(0, 4, 6, 8)",4,11,0.7333333333333333
"(0, 4, 6, 9)",7,9,0.5625
"(0, 4, 7, 8)",1,6,0.8571428571428571
"(0, 4, 7, 9)",6,12,0.6666666666666666
"(0, 4, 8, 9)",6,11,0.6470588235294118
"(0, 5, 6, 7)",5,6,0.5454545454545454
"(0, 5, 6, 9)",5,6,0.5454545454545454
"(0, 5, 7, 8)",7,12,0.631578947368421
"(0, 5, 7, 9)",7,19,0.7307692307692307
"(0, 6, 7, 8)",1,5,0.8333333333333334
"(0, 6, 7, 9)",2,8,0.8
"(0, 7, 8, 9)",7,14,0.6666666666666666
"(1, 2, 3, 9)",4,5,0.5555555555555556
"(1, 2, 5, 6)",5,4,0.4444444444444444
"(1, 2, 5, 8)",6,10,0.625
"(1, 2, 6, 8)",7,11,0.6111111111111112
"(1, 2, 6, 9)",5,8,0.6153846153846154
"(1, 2, 7, 8)",1,7,0.875
"(1, 2, 7, 9)",6,6,0.5
"(1, 3, 5, 9)",5,13,0.7222222222222222
"(1, 4, 6, 9)",5,5,0.5
"(1, 5, 6, 9)",7,6,0.46153846153846156
"(1, 5, 6, 10)",3,3,0.5
"(1, 5, 7, 9)",5,9,0.6428571428571429
"(1, 5, 8, 10)",8,7,0.4666666666666667
"(1, 6, 7, 10)",1,9,0.9
"(1, 6, 8, 10)",7,10,0.5882352941176471
"(1, 6, 9, 10)",3,12,0.8
"(1, 7, 8, 10)",3,6,0.6666666666666666
"(1, 7, 9, 10)",9,9,0.5
"(2, 3, 4, 9)",2,8,0.8
"(2, 3, 5, 7)",1,6,0.8571428571428571
"(2, 3, 7, 9)",2,7,0.7777777777777778
"(2, 4, 5, 6)",2,4,0.6666666666666666
"(2, 4, 5, 8)",4,9,0.6923076923076923
"(2, 4, 7, 8)",6,6,0.5
"(2, 4, 7, 9)",7,15,0.6818181818181818
"(2, 5, 6, 7)",1,6,0.8571428571428571
"(2, 5, 6, 8)",5,8,0.6153846153846154
"(2, 5, 6, 9)",3,9,0.75
"(2, 5, 7, 8)",3,10,0.7692307692307693
"(2, 5, 7, 9)",6,12,0.6666666666666666
"(2, 5, 8, 9)",5,13,0.7222222222222222
"(2, 6, 7, 8)",2,10,0.8333333333333334
"(2, 6, 7, 9)",3,8,0.7272727272727273
"(2, 7, 8, 9)",5,8,0.6153846153846154
"(3, 4, 5, 9)",6,12,0.6666666666666666
"(3, 5, 7, 9)",8,10,0.5555555555555556
"(4, 5, 6, 8)",2,7,0.7777777777777778
"(4, 5, 6, 9)",7,15,0.6818181818181818
"(4, 6, 7, 9)",2,14,0.875
"(4, 6, 8, 10)",6,8,0.5714285714285714
"(4, 6, 9, 10)",5,14,0.7368421052631579
"(4, 7, 9, 11)",4,5,0.5555555555555556
"(4, 8, 9, 10)",3,12,0.8
"(4, 9, 10, 11)",8,12,0.6
"(5, 6, 7, 8)",3,7,0.7
"(5, 6, 7, 9)",3,11,0.7857142857142857
"(5, 6, 8, 9)",4,11,0.7333333333333333
"(5, 6, 8, 10)",3,6,0.6666666666666666
"(5, 6, 9, 10)",1,10,0.9090909090909091
"(5, 7, 8, 9)",6,10,0.625
"(5, 7, 8, 10)",2,9,0.8181818181818182
"(5, 7, 9, 12)",7,23,0.7666666666666667
"(6, 7, 8, 10)",0,6,1.0
"(6, 7, 9, 10)",9,13,0.5909090909090909
"(7, 9, 10, 11)",10,9,0.47368421052631576
"(0, 1, 2, 3, 5)",0,4,1.0
"(0, 1, 2, 3, 9)",0,1,1.0
"(0, 1, 2, 4, 6)",2,5,0.7142857142857143
"(0, 1, 2, 5, 6)",1,1,0.5
"(0, 1, 2, 5, 7)",1,3,0.75
"(0, 1, 2, 5, 8)",1,3,0.75
"(0, 1, 2, 6, 7)",0,3,1.0
"(0, 1, 2, 6, 8)",1,5,0.8333333333333334
"(0, 1, 2, 6, 9)",0,4,1.0
"(0, 1, 2, 7, 8)",1,3,0.75
"(0, 1, 2, 7, 9)",4,3,0.42857142857142855
"(0, 1, 2, 8, 9)",2,2,0.5
"(0, 1, 3, 4, 5)",0,1,1.0
"(0, 1, 3, 4, 9)",3,1,0.25
"(0, 1, 3, 5, 7)",1,3,0.75
"(0, 1, 3, 5, 9)",0,5,1.0
"(0, 1, 3, 7, 9)",0,3,1.0
"(0, 1, 4, 5, 6)",0,1,1.0
"(0, 1, 4, 5, 7)",1,1,0.5
"(0, 1, 4, 5, 8)",1,1,0.5
"(0, 1, 4, 6, 7)",0,4,1.0
"(0, 1, 4, 6, 8)",1,6,0.8571428571428571
"(0, 1, 4, 6, 9)",1,3,0.75
"(0, 1, 4, 7, 8)",0,3,1.0
"(0, 1, 4, 7, 9)",2,2,0.5
"(0, 1, 4, 8, 9)",2,4,0.6666666666666666
"(0, 1, 5, 6, 7)",2,2,0.5
"(0, 1, 5, 6, 8)",0,2,1.0
"(0, 1, 5, 6, 9)",1,2,0.6666666666666666
"(0, 1, 5, 7, 8)",2,4,0.6666666666666666
"(0, 1, 5, 7, 9)",2,5,0.7142857142857143
"(0, 1, 5, 8, 9)",2,2,0.5
"(0, 1, 6, 7, 8)",0,2,1.0
"(0, 1, 6, 7, 9)",0,4,1.0
"(0, 1, 6, 8, 9)",0,3,1.0
"(0, 1, 7, 8, 9)",2,5,0.7142857142857143
"(0, 2, 3, 4, 5)",2,4,0.6666666666666666
"(0, 2, 3, 4, 9)",2,6,0.75
"(0, 2, 3, 5, 7)",1,4,0.8
"(0, 2, 3, 5, 9)",2,7,0.7777777777777778
"(0, 2, 3, 7, 9)",1,5,0.8333333333333334
"(0, 2, 4, 5, 6)",0,2,1.0
"(0, 2, 4, 5, 7)",2,4,0.6666666666666666
"(0, 2, 4, 5, 8)",1,6,0.8571428571428571
"(0, 2, 4, 6, 7)",0,4,1.0
"(0, 2, 4, 6, 8)",1,5,0.8333333333333334
"(0, 2, 4, 6, 9)",0,3,1.0
"(0, 2, 4, 7, 8)",0,3,1.0
"(0, 2, 4, 7, 9)",3,6,0.6666666666666666
"(0, 2, 4, 8, 9)",1,6,0.8571428571428571
"(0, 2, 5, 6, 7)",1,2,0.6666666666666666
"(0, 2, 5, 6, 8)",2,4,0.6666666666666666
"(0, 2, 5, 6, 9)",1,3,0.75
"(0, 2, 5, 7, 8)",1,7,0.875
"(0, 2, 5, 7, 9)",3,7,0.7
"(0, 2, 5, 8, 9)",0,7,1.0
"(0, 2, 6, 7, 8)",0,3,1.0
"(0, 2, 6, 7, 9)",1,4,0.8
"(0, 2, 6, 8, 9)",0,5,1.0
"(0, 2, 7, 8, 9)",1,5,0.8333333333333334
"(0, 3, 4, 5, 7)",2,4,0.6666666666666666
"(0, 3, 4, 5, 9)",3,6,0.6666666666666666
"(0, 3, 4, 7, 9)",3,6,0.6666666666666666
"(0, 3, 5, 7, 9)",4,8,0.6666666666666666
"(0, 4, 5, 6, 7)",1,2,0.6666666666666666
"(0, 4, 5, 6, 8)",0,3,1.0
"(0, 4, 5, 6, 9)",1,3,0.75
"(0, 4, 5, 7, 8)",1,4,0.8
"(0, 4, 5, 7, 9)",3,5,0.625
"(0, 4, 5, 8, 9)",1,6,0.8571428571428571
"(0, 4, 6, 7, 8)",0,2,1.0
"(0, 4, 6, 7, 9)",0,5,1.0
"(0, 4, 6, 8, 9)",1,3,0.75
"(0, 4, 7, 8, 9)",1,4,0.8
"(0, 5, 6, 7, 8)",1,2,0.6666666666666666
"(0, 5, 6, 7, 9)",2,4,0.6666666666666666
"(0, 5, 6, 8, 9)",1,3,0.75
"(0, 5, 7, 8, 9)",3,5,0.625
"(0, 6, 7, 8, 9)",1,3,0.75
"(1, 2, 3, 4, 9)",0,1,1.0
"(1, 2, 3, 5, 7)",0,2,1.0
"(1, 2, 3, 5, 9)",2,2,0.5
"(1, 2, 3, 7, 9)",0,1,1.0
"(1, 2, 4, 5, 6)",0,1,1.0
"(1, 2, 4, 5, 8)",2,2,0.5
"(1, 2, 4, 6, 8)",1,6,0.8571428571428571
"(1, 2, 4, 6, 9)",0,3,1.0
"(1, 2, 4, 7, 8)",0,1,1.0
"(1, 2, 4, 7, 9)",3,3,0.5
"(1, 2, 4, 8, 9)",1,4,0.8
"(1, 2, 5, 6, 7)",0,1,1.0
"(1, 2, 5, 6, 8)",1,3,0.75
"(1, 2, 5, 6, 9)",2,3,0.6
"(1, 2, 5, 7, 8)",1,3,0.75
"(1, 2, 5, 7, 9)",2,2,0.5
"(1, 2, 5, 8, 9)",2,3,0.6
"(1, 2, 6, 7, 8)",1,4,0.8
"(1, 2, 6, 7, 9)",1,3,0.75
"(1, 2, 6, 8, 9)",2,5,0.7142857142857143
"(1, 2, 7, 8, 9)",1,2,0.6666666666666666
"(1, 3, 4, 5, 9)",0,3,1.0
"(1, 3, 5, 7, 9)",1,3,0.75
"(1, 4, 5, 6, 8)",1,1,0.5
"(1, 4, 5, 6, 9)",1,1,0.5
"(1, 4, 5, 6, 10)",1,2,0.6666666666666666
"(1, 4, 5, 7, 9)",2,1,0.3333333333333333
"(1, 4, 5, 8, 10)",2,2,0.5
"(1, 4, 6, 7, 9)",0,3,1.0
"(1, 4, 6, 7, 10)",0,2,1.0
"(1, 4, 6, 8, 9)",1,3,0.75
"(1, 4, 6, 8, 10)",2,4,0.6666666666666666
"(1, 4, 6, 9, 10)",0,4,1.0
"(1, 4, 7, 8, 10)",1,1,0.5
"(1, 4, 7, 9, 10)",3,3,0.5
"(1, 4, 8, 9, 10)",0,4,1.0
"(1, 5, 6, 7, 8)",1,1,0.5
"(1, 5, 6, 7, 9)",0,2,1.0
"(1, 5, 6, 7, 10)",0,1,1.0
"(1, 5, 6, 8, 9)",1,3,0.75
"(1, 5, 6, 8, 10)",2,2,0.5
"(1, 5, 6, 9, 10)",0,2,1.0
"(1, 5, 7, 8, 9)",3,1,0.25
"(1, 5, 7, 8, 10)",2,2,0.5
"(1, 5, 7, 9, 10)",3,4,0.5714285714285714
"(1, 5, 8, 9, 10)",2,4,0.6666666666666666
"(1, 6, 7, 8, 10)",0,3,1.0
"(1, 6, 7, 9, 10)",1,3,0.75
"(1, 6, 8, 9, 10)",1,8,0.8888888888888888
"(1, 7, 8, 9, 10)",2,4,0.6666666666666666
"(2, 3, 4, 5, 7)",1,4,0.8
"(2, 3, 4, 5, 9)",2,4,0.6666666666666666
"(2, 3, 4, 7, 9)",1,5,0.8333333333333334
"(2, 3, 5, 7, 9)",1,4,0.8
"(2, 4, 5, 6, 7)",0,3,1.0
"(2, 4, 5, 6, 8)",0,3,1.0
"(2, 4, 5, 6, 9)",0,3,1.0
"(2, 4, 5, 7, 8)",1,5,0.8333333333333334
"(2, 4, 5, 7, 9)",3,6,0.6666666666666666
"(2, 4, 5, 8, 9)",2,8,0.8
"(2, 4, 6, 7, 8)",1,3,0.75
"(2, 4, 6, 7, 9)",0,4,1.0
"(2, 4, 7, 8, 9)",2,6,0.75
"(2, 5, 6, 7, 8)",0,3,1.0
"(2, 5, 6, 7, 9)",1,4,0.8
"(2, 5, 6, 8, 9)",0,5,1.0
"(2, 5, 7, 8, 9)",2,5,0.7142857142857143
"(2, 6, 7, 8, 9)",1,4,0.8
"(3, 4, 5, 7, 9)",3,6,0.6666666666666666
"(4, 5, 6, 7, 8)",0,4,1.0
"(4, 5, 6, 7, 9)",0,5,1.0
"(4, 5, 6, 8, 9)",1,5,0.8333333333333334
"(4, 5, 6, 8, 10)",1,4,0.8
"(4, 5, 6, 9, 10)",1,7,0.875
"(4, 5, 7, 8, 9)",2,7,0.7777777777777778
"(4, 5, 7, 8, 10)",1,5,0.8333333333333334
"(4, 5, 7, 9, 11)",0,3,1.0
"(4, 5, 7, 9, 12)",1,8,0.8888888888888888
"(4, 5, 8, 9, 10)",0,6,1.0
"(4, 5, 9, 10, 11)",0,4,1.0
"(4, 6, 7, 8, 9)",0,4,1.0
"(4, 6, 7, 8, 10)",0,4,1.0
"(4, 6, 7, 9, 10)",2,9,0.8181818181818182
"(4, 6, 8, 9, 10)",1,6,0.8571428571428571
"(4, 7, 8, 9, 10)",1,7,0.875
"(4, 7, 8, 9, 11)",0,3,1.0
"(4, 7, 8, 10, 11)",2,2,0.5
"(4, 7, 9, 10, 11)",4,4,0.5
"(4, 8, 9, 10, 11)",1,6,0.8571428571428571
"(5, 6, 7, 8, 9)",1,5,0.8333333333333334
"(5, 6, 7, 8, 10)",0,4,1.0
"(5, 6, 7, 9, 10)",0,6,1.0
"(5, 6, 8, 9, 10)",0,6,1.0
"(5, 7, 8, 9, 10)",1,6,0.8571428571428571
"(5, 7, 8, 9, 11)",2,5,0.7142857142857143
"(5, 7, 8, 10, 11)",2,4,0.6666666666666666
"(5, 7, 9, 10, 11)",1,4,0.8
"(6, 7, 8, 9, 10)",0,5,1.0
"(7, 8, 9, 10, 11)",2,5,0.7142857142857143
"(0, 1, 2, 3, 4, 5)",0,1,1.0
"(0, 1, 2, 3, 4, 9)",0,1,1.0
"(0, 1, 2, 3, 5, 7)",0,1,1.0
"(0, 1, 2, 3, 5, 9)",0,1,1.0
"(0, 1, 2, 3, 7, 9)",0,1,1.0
"(0, 1, 2, 4, 5, 6)",0,1,1.0
"(0, 1, 2, 4, 5, 7)",1,1,0.5
"(0, 1, 2, 4, 5, 8)",1,1,0.5
"(0, 1, 2, 4, 6, 7)",0,2,1.0
"(0, 1, 2, 4, 6, 8)",1,4,0.8
"(0, 1, 2, 4, 6, 9)",0,2,1.0
"(0, 1, 2, 4, 7, 8)",0,1,1.0
"(0, 1, 2, 4, 7, 9)",2,2,0.5
"(0, 1, 2, 4, 8, 9)",0,1,1.0
"(0, 1, 2, 5, 6, 7)",0,1,1.0
"(0, 1, 2, 5, 6, 8)",0,1,1.0
"(0, 1, 2, 5, 6, 9)",0,1,1.0
"(0, 1, 2, 5, 7, 8)",0,2,1.0
"(0, 1, 2, 5, 7, 9)",1,1,0.5
"(0, 1, 2, 5, 8, 9)",0,1,1.0
"(0, 1, 2, 6, 7, 8)",0,2,1.0
"(0, 1, 2, 6, 7, 9)",0,3,1.0
"(0, 1, 2, 6, 8, 9)",0,2,1.0
"(0, 1, 2, 7, 8, 9)",1,2,0.6666666666666666
"(0, 1, 3, 4, 5, 7)",0,1,1.0
"(0, 1, 3, 4, 5, 9)",0,1,1.0
"(0, 1, 3, 4, 7, 9)",0,1,1.0
"(0, 1, 3, 5, 7, 9)",0,3,1.0
"(0, 1, 4, 5, 6, 7)",0,1,1.0
"(0, 1, 4, 5, 6, 8)",0,1,1.0
"(0, 1, 4, 5, 6, 9)",0,1,1.0
"(0, 1, 4, 5, 7, 8)",0,1,1.0
"(0, 1, 4, 5, 7, 9)",1,1,0.5
"(0, 1, 4, 5, 8, 9)",0,1,1.0
"(0, 1, 4, 6, 7, 8)",0,1,1.0
"(0, 1, 4, 6, 7, 9)",0,2,1.0
