params,rez_1,rez_0,proc
"(0, 1, 6, 9, 10, 11)",1,0,0.0
"(0, 1, 8, 9, 10, 11)",1,0,0.0
"(0, 2, 7, 8, 9, 10)",1,0,0.0
"(0, 2, 7, 8, 9, 13)",1,1,0.5
"(0, 2, 7, 8, 10, 13)",1,0,0.0
"(0, 2, 7, 9, 10, 13)",1,0,0.0
"(0, 2, 8, 9, 10, 13)",1,0,0.0
"(0, 3, 8, 9, 10, 14)",1,0,0.0
"(0, 3, 8, 10, 13, 15)",1,0,0.0
"(0, 6, 8, 9, 10, 11)",1,0,0.0
"(0, 7, 8, 9, 10, 13)",1,0,0.0
"(1, 6, 8, 9, 10, 11)",2,1,0.3333333333333333
"(0, 1, 6, 8, 9, 10, 11)",1,0,0.0
"(0, 2, 7, 8, 9, 10, 13)",1,0,0.0
"(0, 2, 14, 15)",1,3,0.75
"(0, 5, 14, 15)",0,2,1.0
"(0, 9, 10, 15)",2,2,0.5
"(0, 10, 12, 15)",1,2,0.6666666666666666
"(2, 4, 10, 12)",3,4,0.5714285714285714
"(0, 2, 4, 9, 10)",0,1,1.0
"(0, 2, 4, 10, 12)",0,1,1.0
"(0, 2, 5, 14, 15)",0,1,1.0
"(0, 4, 9, 10, 12)",1,1,0.5
"(0, 9, 10, 12, 15)",0,2,1.0
"(2, 4, 9, 10, 12)",0,2,1.0
"(0, 2, 4, 9, 10, 12)",0,1,1.0
"(0, 5, 9, 14)",4,1,0.2
"(0, 2, 4, 7, 9)",1,0,0.0
"(0, 2, 4, 7, 13)",1,0,0.0
"(0, 2, 4, 7, 9, 13)",1,0,0.0
"(2, 4, 11, 13)",2,5,0.7142857142857143
"(2, 4, 13, 14)",3,2,0.4
"(2, 4, 11, 13, 14)",1,1,0.5
"(5, 6, 9, 11, 12)",1,2,0.6666666666666666
"(1, 6, 9, 13)",1,4,0.8
"(1, 7, 9, 11)",5,3,0.375
"(2, 4, 7, 11)",3,2,0.4
"(2, 7, 10, 12)",4,2,0.3333333333333333
"(2, 7, 11, 12)",3,0,0.0
"(3, 7, 9, 10)",3,1,0.25
"(3, 7, 9, 15)",3,1,0.25
"(3, 7, 13, 15)",1,1,0.5
"(1, 4, 7, 9, 11)",3,1,0.25
"(1, 4, 9, 10, 11)",3,0,0.0
"(1, 6, 9, 10, 13)",1,2,0.6666666666666666
"(1, 6, 9, 11, 13)",1,2,0.6666666666666666
"(1, 7, 9, 10, 11)",3,0,0.0
"(1, 9, 10, 11, 13)",1,3,0.75
"(2, 4, 7, 10, 11)",3,0,0.0
"(2, 4, 7, 10, 12)",3,1,0.25
"(2, 4, 7, 11, 12)",2,0,0.0
"(2, 4, 10, 11, 12)",2,0,0.0
"(2, 7, 10, 11, 12)",2,0,0.0
"(3, 7, 9, 10, 13)",2,0,0.0
"(3, 7, 9, 10, 15)",2,0,0.0
"(3, 7, 9, 13, 15)",1,1,0.5
"(3, 7, 10, 13, 15)",1,0,0.0
"(3, 9, 10, 13, 15)",1,0,0.0
"(4, 7, 9, 10, 11)",4,0,0.0
"(4, 7, 10, 11, 12)",2,0,0.0
"(6, 9, 10, 11, 13)",1,1,0.5
"(7, 9, 10, 13, 15)",1,0,0.0
"(1, 4, 7, 9, 10, 11)",3,0,0.0
"(1, 6, 9, 10, 11, 13)",1,1,0.5
"(2, 4, 7, 10, 11, 12)",2,0,0.0
"(3, 7, 9, 10, 13, 15)",1,0,0.0
"(0, 6, 7, 10)",4,1,0.2
"(4, 6, 7, 10)",3,4,0.5714285714285714
"(4, 7, 13, 14)",5,3,0.375
"(4, 12, 13, 14)",6,1,0.14285714285714285
"(6, 7, 10, 12)",1,0,0.0
"(6, 7, 10, 14)",3,4,0.5714285714285714
"(6, 10, 12, 14)",1,2,0.6666666666666666
"(6, 10, 13, 14)",2,1,0.3333333333333333
"(7, 10, 13, 14)",3,1,0.25
"(4, 6, 7, 10, 12)",1,0,0.0
"(4, 6, 7, 10, 13)",2,0,0.0
"(4, 6, 7, 10, 14)",2,3,0.6
"(4, 6, 7, 12, 13)",1,0,0.0
"(4, 6, 7, 13, 14)",2,2,0.5
"(4, 6, 10, 12, 13)",1,0,0.0
"(4, 6, 10, 12, 14)",1,2,0.6666666666666666
"(4, 6, 10, 13, 14)",1,0,0.0
"(4, 6, 12, 13, 14)",1,0,0.0
"(4, 7, 10, 12, 13)",2,0,0.0
"(4, 7, 10, 13, 14)",2,0,0.0
"(4, 7, 12, 13, 14)",2,0,0.0
"(4, 10, 12, 13, 14)",3,0,0.0
"(6, 7, 10, 12, 13)",1,0,0.0
"(6, 7, 10, 12, 14)",1,0,0.0
"(6, 7, 10, 13, 14)",1,0,0.0
"(6, 10, 12, 13, 14)",1,0,0.0
"(7, 10, 12, 13, 14)",2,0,0.0
"(4, 6, 7, 10, 12, 13)",1,0,0.0
"(4, 6, 7, 10, 12, 14)",1,0,0.0
"(4, 6, 7, 10, 13, 14)",1,0,0.0
"(4, 6, 7, 12, 13, 14)",1,0,0.0
"(4, 6, 10, 12, 13, 14)",1,0,0.0
"(4, 7, 10, 12, 13, 14)",2,0,0.0
"(6, 7, 10, 12, 13, 14)",1,0,0.0
"(4, 6, 7, 10, 12, 13, 14)",1,0,0.0
"(0, 1, 5, 11)",1,0,0.0
"(0, 4, 7, 11)",1,1,0.5
"(0, 4, 10, 11)",1,3,0.75
"(0, 5, 10, 11)",1,2,0.6666666666666666
"(0, 7, 10, 11)",1,0,0.0
"(1, 4, 5, 10)",4,4,0.5
"(1, 5, 7, 11)",2,0,0.0
"(1, 5, 9, 11)",4,2,0.3333333333333333
"(3, 7, 14, 15)",1,1,0.5
"(3, 8, 9, 15)",3,0,0.0
"(3, 9, 14, 15)",1,1,0.5
"(3, 10, 14, 15)",2,2,0.5
"(4, 5, 7, 10)",2,6,0.75
"(4, 5, 7, 11)",3,3,0.5
"(4, 5, 8, 10)",2,2,0.5
"(4, 8, 10, 11)",4,4,0.5
"(6, 7, 10, 11)",2,2,0.5
"(7, 9, 14, 15)",2,2,0.5
"(8, 9, 14, 15)",1,0,0.0
"(9, 10, 14, 15)",1,3,0.75
"(0, 1, 5, 9, 11)",1,0,0.0
"(0, 1, 5, 10, 11)",1,0,0.0
"(0, 4, 7, 8, 11)",1,0,0.0
"(0, 4, 7, 10, 11)",1,0,0.0
"(0, 4, 8, 10, 11)",1,0,0.0
"(0, 5, 9, 10, 11)",1,0,0.0
"(0, 7, 8, 10, 11)",1,0,0.0
"(1, 4, 5, 7, 10)",2,2,0.5
"(1, 4, 5, 7, 11)",2,0,0.0
"(1, 4, 5, 8, 10)",2,0,0.0
"(1, 4, 5, 9, 10)",3,0,0.0
"(1, 4, 5, 9, 11)",3,0,0.0
"(1, 4, 5, 10, 11)",2,0,0.0
"(1, 4, 7, 8, 11)",2,0,0.0
"(1, 4, 8, 10, 11)",2,0,0.0
"(1, 5, 7, 8, 10)",2,1,0.3333333333333333
"(1, 5, 7, 8, 11)",2,0,0.0
"(1, 5, 7, 9, 10)",2,0,0.0
"(1, 5, 7, 9, 11)",2,0,0.0
"(1, 5, 7, 10, 11)",2,0,0.0
"(1, 5, 8, 9, 11)",3,1,0.25
"(1, 5, 9, 10, 11)",3,1,0.25
"(1, 7, 8, 9, 11)",3,0,0.0
"(3, 7, 8, 9, 10)",2,0,0.0
"(3, 7, 8, 9, 15)",2,0,0.0
"(3, 7, 8, 10, 15)",1,0,0.0
"(3, 7, 8, 14, 15)",1,0,0.0
"(3, 7, 9, 10, 14)",1,1,0.5
"(3, 7, 9, 14, 15)",1,0,0.0
"(3, 7, 10, 14, 15)",1,1,0.5
"(3, 8, 9, 10, 15)",1,0,0.0
"(3, 8, 9, 14, 15)",1,0,0.0
"(3, 8, 10, 14, 15)",1,0,0.0
"(3, 9, 10, 14, 15)",1,1,0.5
"(4, 5, 7, 8, 10)",2,0,0.0
"(4, 5, 7, 8, 11)",3,1,0.25
"(4, 5, 7, 9, 10)",2,0,0.0
"(4, 5, 7, 9, 11)",2,0,0.0
"(4, 5, 7, 10, 11)",2,0,0.0
"(4, 5, 8, 9, 10)",2,0,0.0
"(4, 5, 8, 10, 11)",2,0,0.0
"(4, 5, 9, 10, 11)",2,0,0.0
"(4, 6, 7, 8, 10)",2,0,0.0
"(4, 6, 7, 8, 11)",2,0,0.0
"(4, 6, 7, 8, 13)",1,1,0.5
"(4, 6, 7, 10, 11)",2,0,0.0
"(4, 6, 8, 10, 11)",3,0,0.0
"(4, 6, 8, 11, 13)",1,0,0.0
"(4, 6, 10, 11, 13)",1,1,0.5
"(4, 7, 8, 10, 11)",3,0,0.0
"(4, 7, 8, 10, 13)",1,0,0.0
"(4, 7, 10, 11, 13)",2,0,0.0
"(4, 8, 9, 10, 11)",3,1,0.25
"(4, 8, 10, 11, 13)",1,0,0.0
"(5, 7, 8, 10, 11)",2,0,0.0
"(5, 7, 9, 10, 11)",2,0,0.0
"(6, 7, 8, 10, 11)",2,1,0.3333333333333333
"(6, 7, 8, 11, 13)",1,1,0.5
"(6, 7, 10, 11, 13)",1,1,0.5
"(7, 8, 9, 10, 11)",2,0,0.0
"(7, 8, 9, 10, 14)",2,2,0.5
"(7, 8, 9, 14, 15)",1,0,0.0
"(7, 8, 10, 11, 13)",1,0,0.0
"(7, 9, 10, 14, 15)",1,0,0.0
"(8, 9, 10, 14, 15)",1,0,0.0
"(0, 1, 5, 9, 10, 11)",1,0,0.0
"(0, 4, 7, 8, 10, 11)",1,0,0.0
"(1, 4, 5, 7, 8, 10)",2,0,0.0
"(1, 4, 5, 7, 8, 11)",2,0,0.0
"(1, 4, 5, 7, 9, 10)",2,0,0.0
"(1, 4, 5, 7, 9, 11)",2,0,0.0
"(1, 4, 5, 7, 10, 11)",2,0,0.0
"(1, 4, 5, 8, 9, 10)",2,0,0.0
"(1, 4, 5, 8, 9, 11)",3,0,0.0
"(1, 4, 5, 8, 10, 11)",2,0,0.0
"(1, 4, 5, 9, 10, 11)",2,0,0.0
"(1, 4, 7, 8, 9, 11)",2,0,0.0
"(1, 4, 7, 8, 10, 11)",2,0,0.0
"(1, 4, 8, 9, 10, 11)",2,0,0.0
"(1, 5, 7, 8, 9, 10)",2,0,0.0
"(1, 5, 7, 8, 9, 11)",2,0,0.0
"(1, 5, 7, 8, 10, 11)",2,0,0.0
"(1, 5, 7, 9, 10, 11)",2,0,0.0
"(1, 5, 8, 9, 10, 11)",2,1,0.3333333333333333
"(1, 7, 8, 9, 10, 11)",2,0,0.0
"(3, 7, 8, 9, 10, 14)",1,0,0.0
"(3, 7, 8, 9, 10, 15)",1,0,0.0
"(3, 7, 8, 9, 14, 15)",1,0,0.0
"(3, 7, 8, 10, 14, 15)",1,0,0.0
"(3, 7, 9, 10, 14, 15)",1,0,0.0
"(3, 8, 9, 10, 14, 15)",1,0,0.0
"(4, 5, 7, 8, 9, 10)",2,0,0.0
"(4, 5, 7, 8, 9, 11)",2,0,0.0
"(4, 5, 7, 8, 10, 11)",2,0,0.0
"(4, 5, 7, 9, 10, 11)",2,0,0.0
"(4, 5, 8, 9, 10, 11)",2,0,0.0
"(4, 6, 7, 8, 10, 11)",2,0,0.0
"(4, 6, 7, 8, 10, 13)",1,0,0.0
"(4, 6, 7, 8, 11, 13)",1,0,0.0
"(4, 6, 7, 10, 11, 13)",1,0,0.0
"(4, 6, 8, 10, 11, 13)",1,0,0.0
"(4, 7, 8, 9, 10, 11)",2,0,0.0
"(4, 7, 8, 10, 11, 13)",1,0,0.0
"(5, 7, 8, 9, 10, 11)",2,0,0.0
"(6, 7, 8, 10, 11, 13)",1,0,0.0
"(7, 8, 9, 10, 14, 15)",1,0,0.0
"(1, 4, 5, 7, 8, 9, 10)",2,0,0.0
"(1, 4, 5, 7, 8, 9, 11)",2,0,0.0
"(1, 4, 5, 7, 8, 10, 11)",2,0,0.0
"(1, 4, 5, 7, 9, 10, 11)",2,0,0.0
"(1, 4, 5, 8, 9, 10, 11)",2,0,0.0
"(1, 4, 7, 8, 9, 10, 11)",2,0,0.0
"(1, 5, 7, 8, 9, 10, 11)",2,0,0.0
"(3, 7, 8, 9, 10, 14, 15)",1,0,0.0
"(4, 5, 7, 8, 9, 10, 11)",2,0,0.0
"(4, 6, 7, 8, 10, 11, 13)",1,0,0.0
"(1, 4, 5, 7, 8, 9, 10, 11)",2,0,0.0
"(0, 2, 6, 9, 10)",1,1,0.5
"(2, 4, 8, 14)",6,3,0.3333333333333333
"(2, 6, 7, 14)",4,4,0.5
"(2, 6, 8, 14)",3,5,0.625
"(2, 7, 8, 14)",5,2,0.2857142857142857
"(6, 7, 8, 14)",2,2,0.5
"(2, 4, 6, 7, 14)",2,2,0.5
"(2, 4, 6, 8, 14)",3,2,0.4
"(2, 4, 7, 8, 14)",3,1,0.25
"(2, 6, 7, 8, 14)",2,1,0.3333333333333333
"(4, 6, 7, 8, 14)",2,0,0.0
"(2, 4, 6, 7, 8, 14)",2,0,0.0
"(2, 4, 12, 14)",4,6,0.6
"(2, 7, 12, 14)",3,2,0.4
"(2, 7, 13, 14)",4,1,0.2
"(2, 11, 12, 14)",2,2,0.5
"(3, 10, 11, 14)",1,0,0.0
"(4, 11, 12, 14)",1,6,0.8571428571428571
"(7, 11, 12, 14)",2,1,0.3333333333333333
"(9, 10, 11, 14)",3,5,0.625
"(2, 4, 7, 10, 13)",1,0,0.0
"(2, 4, 7, 10, 14)",2,3,0.6
"(2, 4, 7, 11, 13)",1,0,0.0
"(2, 4, 7, 11, 14)",2,2,0.5
"(2, 4, 7, 12, 13)",1,1,0.5
"(2, 4, 7, 12, 14)",2,1,0.3333333333333333
"(2, 4, 7, 13, 14)",2,0,0.0
"(2, 4, 10, 11, 13)",1,0,0.0
"(2, 4, 10, 11, 14)",2,1,0.3333333333333333
"(2, 4, 10, 12, 13)",1,0,0.0
"(2, 4, 10, 12, 14)",1,2,0.6666666666666666
"(2, 4, 10, 13, 14)",1,0,0.0
"(2, 4, 11, 12, 13)",2,1,0.3333333333333333
"(2, 4, 11, 12, 14)",1,1,0.5
"(2, 4, 12, 13, 14)",2,1,0.3333333333333333
"(2, 7, 10, 11, 13)",1,0,0.0
"(2, 7, 10, 12, 13)",1,1,0.5
"(2, 7, 10, 12, 14)",1,1,0.5
"(2, 7, 10, 13, 14)",2,0,0.0
"(2, 7, 11, 12, 13)",1,0,0.0
"(2, 7, 11, 12, 14)",2,0,0.0
"(2, 7, 11, 13, 14)",1,0,0.0
"(2, 7, 12, 13, 14)",1,0,0.0
"(2, 10, 11, 12, 14)",1,0,0.0
"(2, 10, 11, 13, 14)",1,0,0.0
"(2, 10, 12, 13, 14)",1,0,0.0
"(2, 11, 12, 13, 14)",1,0,0.0
"(4, 7, 10, 11, 14)",2,0,0.0
"(4, 7, 11, 12, 13)",1,0,0.0
"(4, 7, 11, 12, 14)",1,1,0.5
"(4, 7, 11, 13, 14)",3,0,0.0
"(4, 10, 11, 12, 13)",1,0,0.0
"(4, 10, 11, 12, 14)",1,0,0.0
"(4, 11, 12, 13, 14)",1,0,0.0
"(7, 10, 11, 12, 14)",1,0,0.0
"(7, 10, 11, 13, 14)",1,0,0.0
"(7, 11, 12, 13, 14)",1,0,0.0
"(2, 4, 7, 10, 11, 13)",1,0,0.0
"(2, 4, 7, 10, 11, 14)",2,0,0.0
"(2, 4, 7, 10, 12, 13)",1,0,0.0
"(2, 4, 7, 10, 12, 14)",1,1,0.5
"(2, 4, 7, 10, 13, 14)",1,0,0.0
"(2, 4, 7, 11, 12, 13)",1,0,0.0
"(2, 4, 7, 11, 12, 14)",1,0,0.0
"(2, 4, 7, 11, 13, 14)",1,0,0.0
"(2, 4, 7, 12, 13, 14)",1,0,0.0
"(2, 4, 10, 11, 12, 13)",1,0,0.0
"(2, 4, 10, 11, 12, 14)",1,0,0.0
"(2, 4, 10, 11, 13, 14)",1,0,0.0
"(2, 4, 10, 12, 13, 14)",1,0,0.0
"(2, 4, 11, 12, 13, 14)",1,0,0.0
"(2, 7, 10, 11, 12, 13)",1,0,0.0
"(2, 7, 10, 11, 12, 14)",1,0,0.0
"(2, 7, 10, 11, 13, 14)",1,0,0.0
"(2, 7, 10, 12, 13, 14)",1,0,0.0
"(2, 7, 11, 12, 13, 14)",1,0,0.0
"(2, 10, 11, 12, 13, 14)",1,0,0.0
"(4, 7, 10, 11, 12, 13)",1,0,0.0
"(4, 7, 10, 11, 12, 14)",1,0,0.0
"(4, 7, 10, 11, 13, 14)",1,0,0.0
"(4, 7, 11, 12, 13, 14)",1,0,0.0
"(4, 10, 11, 12, 13, 14)",1,0,0.0
"(7, 10, 11, 12, 13, 14)",1,0,0.0
"(2, 4, 7, 10, 11, 12, 13)",1,0,0.0
"(2, 4, 7, 10, 11, 12, 14)",1,0,0.0
"(2, 4, 7, 10, 11, 13, 14)",1,0,0.0
"(2, 4, 7, 10, 12, 13, 14)",1,0,0.0
"(2, 4, 7, 11, 12, 13, 14)",1,0,0.0
"(2, 4, 10, 11, 12, 13, 14)",1,0,0.0
"(2, 7, 10, 11, 12, 13, 14)",1,0,0.0
"(4, 7, 10, 11, 12, 13, 14)",1,0,0.0
"(2, 4, 7, 10, 11, 12, 13, 14)",1,0,0.0
"(0, 1, 3, 6)",5,5,0.5
"(0, 1, 3, 15)",2,1,0.3333333333333333
"(0, 1, 7, 15)",3,1,0.25
"(0, 1, 10, 15)",4,1,0.2
"(0, 3, 4, 15)",1,0,0.0
"(0, 3, 6, 15)",2,0,0.0
"(0, 3, 12, 15)",2,0,0.0
"(0, 4, 12, 15)",2,1,0.3333333333333333
"(0, 7, 10, 15)",1,0,0.0
"(0, 7, 12, 15)",2,1,0.3333333333333333
"(1, 3, 4, 6)",4,3,0.42857142857142855
"(1, 3, 6, 12)",3,4,0.5714285714285714
"(1, 3, 6, 15)",2,2,0.5
"(1, 3, 7, 15)",1,0,0.0
"(1, 9, 12, 14)",4,6,0.6
"(1, 12, 13, 14)",5,2,0.2857142857142857
"(0, 1, 3, 4, 6)",3,2,0.4
"(0, 1, 3, 4, 15)",1,0,0.0
"(0, 1, 3, 6, 12)",2,2,0.5
"(0, 1, 3, 6, 15)",2,0,0.0
"(0, 1, 3, 12, 15)",2,0,0.0
"(0, 1, 4, 12, 15)",1,0,0.0
"(0, 1, 6, 12, 15)",2,0,0.0
"(0, 1, 7, 10, 15)",1,0,0.0
"(0, 1, 7, 12, 15)",2,0,0.0
"(0, 1, 10, 12, 15)",1,0,0.0
"(0, 3, 4, 6, 12)",1,2,0.6666666666666666
"(0, 3, 4, 6, 15)",1,0,0.0
"(0, 3, 4, 12, 15)",1,0,0.0
"(0, 3, 6, 12, 15)",2,0,0.0
"(0, 4, 6, 12, 15)",1,0,0.0
"(0, 7, 10, 12, 15)",1,0,0.0
"(1, 3, 4, 6, 12)",2,2,0.5
"(1, 3, 4, 6, 15)",1,1,0.5
"(1, 3, 4, 7, 15)",1,0,0.0
"(1, 3, 6, 12, 15)",2,0,0.0
"(1, 3, 7, 12, 15)",1,0,0.0
"(1, 4, 6, 12, 15)",1,0,0.0
"(1, 7, 9, 12, 15)",2,2,0.5
"(1, 9, 12, 13, 14)",4,1,0.2
"(0, 1, 3, 4, 6, 12)",1,2,0.6666666666666666
"(0, 1, 3, 4, 6, 15)",1,0,0.0
"(0, 1, 3, 4, 12, 15)",1,0,0.0
"(0, 1, 3, 6, 12, 15)",2,0,0.0
"(0, 1, 4, 6, 12, 15)",1,0,0.0
"(0, 1, 7, 10, 12, 15)",1,0,0.0
"(0, 3, 4, 6, 12, 15)",1,0,0.0
"(1, 3, 4, 6, 12, 15)",1,0,0.0
"(1, 3, 4, 7, 12, 15)",1,0,0.0
"(0, 1, 3, 4, 6, 12, 15)",1,0,0.0
"(3, 5, 12, 14)",1,3,0.75
"(5, 9, 12, 14)",1,7,0.875
"(6, 7, 9, 12)",0,2,1.0
"(6, 7, 9, 15)",0,2,1.0
"(6, 7, 12, 15)",1,1,0.5
"(7, 9, 11, 15)",3,3,0.5
"(3, 5, 9, 12, 14)",1,2,0.6666666666666666
"(3, 5, 12, 13, 14)",0,1,1.0
"(5, 9, 12, 13, 14)",0,1,1.0
"(6, 7, 9, 11, 12)",0,2,1.0
"(6, 7, 9, 11, 15)",0,2,1.0
"(6, 7, 9, 12, 15)",0,1,1.0
"(6, 7, 11, 12, 15)",0,1,1.0
"(7, 9, 11, 12, 15)",1,2,0.6666666666666666
"(3, 5, 9, 12, 13, 14)",0,1,1.0
"(6, 7, 9, 11, 12, 15)",0,1,1.0
"(1, 3, 9, 13)",5,4,0.4444444444444444
"(1, 8, 12, 15)",2,4,0.6666666666666666
"(1, 8, 13, 14)",2,1,0.3333333333333333
"(8, 9, 10, 12)",2,6,0.75
"(8, 11, 12, 15)",3,3,0.5
"(1, 3, 8, 9, 12)",1,1,0.5
"(1, 3, 8, 9, 13)",2,2,0.5
"(1, 3, 8, 9, 14)",1,2,0.6666666666666666
"(1, 3, 8, 12, 13)",1,1,0.5
"(1, 3, 8, 13, 14)",1,1,0.5
"(1, 3, 9, 12, 13)",1,1,0.5
"(1, 3, 9, 12, 14)",1,1,0.5
"(1, 3, 9, 13, 14)",1,2,0.6666666666666666
"(1, 3, 12, 13, 14)",1,1,0.5
"(1, 4, 7, 8, 15)",1,1,0.5
"(1, 4, 8, 10, 12)",1,0,0.0
"(1, 4, 8, 12, 15)",1,0,0.0
"(1, 7, 8, 9, 12)",1,2,0.6666666666666666
"(1, 7, 8, 11, 12)",1,0,0.0
"(1, 7, 8, 12, 15)",1,1,0.5
"(1, 7, 9, 11, 12)",1,2,0.6666666666666666
"(1, 7, 9, 11, 15)",1,1,0.5
"(1, 7, 11, 12, 15)",2,1,0.3333333333333333
"(1, 8, 9, 10, 12)",2,1,0.3333333333333333
"(1, 8, 9, 11, 12)",2,1,0.3333333333333333
"(1, 8, 9, 12, 14)",1,0,0.0
"(1, 8, 9, 12, 15)",2,2,0.5
"(1, 8, 9, 13, 14)",1,1,0.5
"(1, 8, 11, 12, 15)",2,1,0.3333333333333333
"(1, 8, 12, 13, 14)",1,0,0.0
"(1, 9, 11, 12, 15)",2,2,0.5
"(3, 8, 9, 12, 13)",1,1,0.5
"(3, 8, 9, 12, 14)",1,1,0.5
"(3, 8, 12, 13, 14)",1,0,0.0
"(4, 8, 9, 10, 12)",1,0,0.0
"(7, 8, 9, 11, 15)",1,0,0.0
"(7, 8, 11, 12, 15)",1,0,0.0
"(8, 9, 11, 12, 15)",2,2,0.5
"(1, 3, 8, 9, 12, 13)",1,1,0.5
"(1, 3, 8, 9, 12, 14)",1,0,0.0
"(1, 3, 8, 9, 13, 14)",1,1,0.5
"(1, 3, 8, 12, 13, 14)",1,0,0.0
"(1, 3, 9, 12, 13, 14)",1,0,0.0
"(1, 4, 7, 8, 12, 15)",1,0,0.0
"(1, 4, 8, 9, 10, 12)",1,0,0.0
"(1, 7, 8, 9, 11, 12)",1,0,0.0
"(1, 7, 8, 9, 11, 15)",1,0,0.0
"(1, 7, 8, 9, 12, 15)",1,1,0.5
"(1, 7, 8, 11, 12, 15)",1,0,0.0
"(1, 7, 9, 11, 12, 15)",1,1,0.5
"(1, 8, 9, 11, 12, 15)",2,1,0.3333333333333333
"(1, 8, 9, 12, 13, 14)",1,0,0.0
"(3, 8, 9, 12, 13, 14)",1,0,0.0
"(7, 8, 9, 11, 12, 15)",1,0,0.0
"(1, 3, 8, 9, 12, 13, 14)",1,0,0.0
"(1, 7, 8, 9, 11, 12, 15)",1,0,0.0
"(0, 1, 3, 11)",2,3,0.6
"(0, 1, 3, 11, 12)",1,1,0.5
"(1, 3, 5, 8)",1,3,0.75
"(1, 9, 11, 14)",3,6,0.6666666666666666
"(0, 1, 3, 9)",2,4,0.6666666666666666
"(0, 1, 6, 14)",2,3,0.6
"(0, 1, 9, 14)",3,2,0.4
"(0, 1, 11, 14)",2,2,0.5
"(0, 3, 4, 11)",1,2,0.6666666666666666
"(0, 3, 6, 9)",3,2,0.4
"(0, 3, 6, 14)",2,3,0.6
"(0, 3, 11, 14)",0,1,1.0
"(0, 4, 11, 12)",1,1,0.5
"(0, 6, 9, 12)",2,5,0.7142857142857143
"(0, 6, 9, 14)",1,1,0.5
"(0, 9, 11, 14)",1,1,0.5
"(0, 9, 12, 14)",1,3,0.75
"(1, 3, 6, 9)",2,4,0.6666666666666666
"(1, 3, 6, 14)",1,3,0.75
"(1, 3, 7, 8)",0,3,1.0
"(1, 3, 7, 14)",1,4,0.8
"(1, 3, 9, 11)",1,4,0.8
"(1, 3, 11, 14)",1,1,0.5
"(1, 6, 9, 14)",3,5,0.625
"(1, 6, 12, 14)",1,5,0.8333333333333334
"(1, 7, 8, 14)",1,2,0.6666666666666666
"(1, 7, 12, 14)",1,2,0.6666666666666666
"(3, 4, 11, 14)",0,2,1.0
"(4, 6, 9, 14)",3,5,0.625
"(4, 9, 12, 14)",1,9,0.9
"(6, 9, 12, 14)",1,5,0.8333333333333334
"(0, 1, 3, 4, 9)",1,1,0.5
"(0, 1, 3, 4, 11)",1,1,0.5
"(0, 1, 3, 6, 9)",2,2,0.5
"(0, 1, 3, 6, 11)",1,2,0.6666666666666666
"(0, 1, 3, 6, 14)",1,3,0.75
"(0, 1, 3, 9, 11)",1,3,0.75
"(0, 1, 3, 9, 12)",1,1,0.5
"(0, 1, 3, 9, 14)",0,1,1.0
"(0, 1, 3, 11, 14)",0,1,1.0
"(0, 1, 4, 6, 9)",1,1,0.5
"(0, 1, 4, 6, 14)",1,2,0.6666666666666666
"(0, 1, 4, 9, 14)",1,1,0.5
"(0, 1, 4, 11, 12)",0,1,1.0
"(0, 1, 4, 11, 14)",0,1,1.0
"(0, 1, 6, 9, 12)",1,1,0.5
"(0, 1, 6, 9, 14)",1,1,0.5
"(0, 1, 6, 11, 12)",0,1,1.0
"(0, 1, 6, 11, 14)",1,1,0.5
"(0, 1, 6, 12, 14)",0,2,1.0
"(0, 1, 7, 8, 12)",1,1,0.5
"(0, 1, 9, 11, 12)",0,1,1.0
"(0, 1, 9, 11, 14)",1,1,0.5
"(0, 1, 9, 12, 14)",0,2,1.0
"(0, 1, 11, 12, 14)",1,2,0.6666666666666666
"(0, 3, 4, 6, 9)",1,1,0.5
"(0, 3, 4, 6, 11)",1,1,0.5
"(0, 3, 4, 6, 14)",1,2,0.6666666666666666
"(0, 3, 4, 9, 11)",1,1,0.5
"(0, 3, 4, 9, 14)",0,1,1.0
"(0, 3, 4, 11, 12)",0,1,1.0
"(0, 3, 4, 11, 14)",0,1,1.0
"(0, 3, 6, 9, 11)",1,2,0.6666666666666666
"(0, 3, 6, 9, 12)",2,1,0.3333333333333333
"(0, 3, 6, 9, 14)",0,1,1.0
"(0, 3, 6, 11, 14)",0,1,1.0
"(0, 3, 6, 12, 14)",0,2,1.0
"(0, 3, 9, 11, 12)",0,1,1.0
"(0, 3, 9, 11, 14)",0,1,1.0
"(0, 3, 9, 12, 14)",1,1,0.5
"(0, 3, 11, 12, 14)",0,1,1.0
"(0, 4, 6, 9, 12)",0,1,1.0
"(0, 4, 6, 9, 14)",0,1,1.0
"(0, 4, 6, 11, 12)",0,1,1.0
"(0, 4, 6, 11, 14)",0,1,1.0
"(0, 4, 6, 12, 14)",1,5,0.8333333333333334
"(0, 4, 9, 11, 12)",1,1,0.5
"(0, 4, 9, 11, 14)",0,1,1.0
"(0, 4, 9, 12, 14)",0,1,1.0
"(0, 4, 11, 12, 14)",0,1,1.0
"(0, 6, 9, 11, 12)",0,1,1.0
"(0, 6, 9, 11, 14)",1,1,0.5
"(0, 6, 9, 12, 14)",0,1,1.0
"(0, 9, 11, 12, 14)",0,1,1.0
"(1, 2, 4, 6, 8)",1,1,0.5
"(1, 2, 6, 8, 12)",0,1,1.0
