HomeTeam,AwayTeam,Date,HT_HM_1h_s,HT_HM_1h_m,HT_HM_2h_s,HT_HM_2h_m,HT_AM_1h_s,HT_AM_1h_m,HT_AM_2h_s,HT_AM_2h_m,AT_HM_1h_s,AT_HM_1h_m,AT_HM_2h_s,AT_HM_2h_m,AT_AM_1h_s,AT_AM_1h_m,AT_AM_2h_s,AT_AM_2h_m,HT_FM_1h_s,HT_FM_2h_s,AT_FM_1h_s,AT_FM_2h_s
Luton,Barnsley,2020-07-07,0,3,0,2,0,0,1,1,0,0,2,0,0,3,0,1,1,0,0,1
Reading,Huddersfield,2020-07-07,0,1,0,2,3,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0
Cardiff,Blackburn,2020-07-07,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,2,2,0,1,2
Millwall,Middlesbrough,2020-07-08,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,2
West Brom,Derby,2020-07-08,2,1,2,1,1,0,2,0,0,1,1,0,1,0,0,0,1,1,0,0
Birmingham,Swansea,2020-07-08,0,1,0,2,0,0,0,1,0,0,2,1,0,1,1,0,1,0,2,1
Bristol City,Hull,2020-07-08,0,0,0,1,0,0,0,1,1,1,1,0,1,2,1,2,1,1,0,1
Wigan,QPR,2020-07-08,1,0,2,0,0,1,0,2,1,1,0,1,1,0,0,0,1,0,0,0
Sheffield Weds,Preston,2020-07-08,0,1,0,2,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,3
Leeds,Stoke,2020-07-09,0,0,1,1,2,0,1,1,3,0,1,0,0,1,0,2,1,4,0,0
Huddersfield,Luton,2020-07-10,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,2
Fulham,Cardiff,2020-07-10,0,0,1,0,1,0,0,0,2,1,0,2,0,0,1,0,1,1,0,0
Charlton,Reading,2020-07-11,0,0,0,1,1,0,0,2,0,0,0,0,3,0,2,0,0,0,1,0
Derby,Brentford,2020-07-11,0,1,1,0,0,1,0,1,0,1,2,0,1,0,2,0,1,0,1,2
Barnsley,Wigan,2020-07-11,0,0,2,0,0,1,1,0,1,0,0,0,0,1,0,2,0,0,0,0
Blackburn,West Brom,2020-07-11,0,2,1,1,1,2,2,0,1,0,1,0,1,0,2,0,0,1,1,0
Hull,Millwall,2020-07-11,1,1,1,0,0,1,1,1,0,0,0,2,0,0,1,0,0,0,1,0
Middlesbrough,Bristol City,2020-07-11,0,1,0,0,0,0,2,0,1,0,1,1,0,0,0,1,0,1,2,1
Preston,Nott'm Forest,2020-07-11,0,1,0,0,0,0,3,1,0,1,0,0,1,0,0,1,1,0,1,0
QPR,Sheffield Weds,2020-07-11,1,1,0,1,0,1,0,0,0,0,1,3,0,0,1,2,0,0,2,1
Stoke,Birmingham,2020-07-12,3,0,1,0,0,1,0,4,1,2,0,1,0,0,0,1,2,0,0,0
Swansea,Leeds,2020-07-12,0,0,2,1,2,1,1,0,1,0,4,0,2,0,1,1,0,0,0,1
West Brom,Fulham,2020-07-14,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
Reading,Middlesbrough,2020-07-14,0,0,0,0,1,0,0,0,0,2,1,1,0,0,2,0,1,0,1,1
Wigan,Hull,2020-07-14,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,7,1,0,0
Cardiff,Derby,2020-07-14,2,1,0,2,0,1,0,1,1,1,0,2,0,1,0,1,1,1,1,0
Luton,QPR,2020-07-14,1,0,0,1,0,0,2,0,0,2,0,1,0,1,0,0,1,0,0,1
Millwall,Blackburn,2020-07-14,0,0,0,2,1,0,0,0,0,1,1,0,1,2,2,0,1,0,0,0
Sheffield Weds,Huddersfield,2020-07-14,0,0,1,3,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
Brentford,Preston,2020-07-15,0,1,2,0,1,1,2,0,1,1,0,0,0,0,3,1,1,0,0,0
Bristol City,Stoke,2020-07-15,1,0,1,1,2,0,1,1,2,0,0,0,0,1,0,4,1,0,0,1
Birmingham,Charlton,2020-07-15,1,2,0,1,0,2,0,0,0,1,0,0,1,0,0,2,0,1,0,1
Nott'm Forest,Swansea,2020-07-15,0,1,0,0,1,1,0,0,0,0,0,1,2,1,1,0,1,1,2,0
Leeds,Barnsley,2020-07-16,1,0,4,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0
Huddersfield,West Brom,2020-07-17,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
Charlton,Wigan,2020-07-18,0,1,0,0,0,0,1,1,7,0,1,0,0,0,0,0,1,1,2,0
Stoke,Brentford,2020-07-18,2,0,0,0,0,1,1,0,1,0,0,0,1,1,2,0,1,0,0,0
Blackburn,Reading,2020-07-18,0,1,1,0,0,1,0,0,1,1,0,1,1,0,0,0,2,2,1,2
Fulham,Sheffield Weds,2020-07-18,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,3,2,0,3
Hull,Luton,2020-07-18,0,1,0,0,0,7,0,1,1,0,0,1,0,0,2,0,0,0,0,1
Middlesbrough,Cardiff,2020-07-18,0,2,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,2
Preston,Birmingham,2020-07-18,1,1,0,0,0,1,0,0,0,0,1,1,0,2,0,0,1,1,0,0
QPR,Millwall,2020-07-18,0,2,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,3,0,3
Swansea,Bristol City,2020-07-18,0,0,0,1,2,1,0,1,1,0,0,1,2,0,1,1,1,0,0,0
Derby,Leeds,2020-07-19,1,1,0,2,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,3
Barnsley,Nott'm Forest,2020-07-19,0,0,0,0,0,1,0,0,1,2,1,0,1,1,0,0,0,1,0,0
Birmingham,Derby,2020-07-22,0,0,1,1,0,1,0,1,0,0,1,3,1,1,0,1,0,1,1,2
Brentford,Barnsley,2020-07-22,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1
Bristol City,Preston,2020-07-22,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0
Cardiff,Hull,2020-07-22,1,1,1,0,1,0,2,1,0,0,0,1,0,7,0,1,2,1,0,0
Leeds,Charlton,2020-07-22,1,0,0,0,0,0,3,1,1,2,1,0,0,0,1,1,2,2,0,0
Luton,Blackburn,2020-07-22,1,0,0,1,0,0,1,0,2,1,2,2,0,1,0,0,2,1,1,1
Millwall,Huddersfield,2020-07-22,1,0,0,0,0,1,3,3,1,1,1,0,0,0,0,0,1,3,1,0
Nott'm Forest,Stoke,2020-07-22,1,2,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,3
Reading,Swansea,2020-07-22,1,1,0,1,1,2,2,2,1,0,0,0,2,1,0,1,1,0,1,3
Sheffield Weds,Middlesbrough,2020-07-22,0,0,0,0,0,3,3,2,0,1,1,2,1,1,1,0,1,0,1,1
West Brom,QPR,2020-07-22,0,0,0,0,1,1,0,1,1,0,3,3,0,1,1,0,1,1,1,1
Wigan,Fulham,2020-07-22,7,0,1,0,2,1,0,1,3,0,2,3,0,0,0,0,1,0,0,1
