HomeTeam,AwayTeam,Date,HT_HM_1h_s,HT_HM_1h_m,HT_HM_2h_s,HT_HM_2h_m,HT_AM_1h_s,HT_AM_1h_m,HT_AM_2h_s,HT_AM_2h_m,AT_HM_1h_s,AT_HM_1h_m,AT_HM_2h_s,AT_HM_2h_m,AT_AM_1h_s,AT_AM_1h_m,AT_AM_2h_s,AT_AM_2h_m,HT_FM_1h_s,HT_FM_2h_s,AT_FM_1h_s,AT_FM_2h_s
Blackburn,Derby,2021-04-16,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,2,1,1,1,0
Reading,Cardiff,2021-04-16,1,0,2,1,0,2,0,0,1,1,1,1,0,3,0,2,0,1,0,1
Brentford,Millwall,2021-04-17,0,0,0,0,2,0,3,0,0,1,0,2,1,1,1,0,0,0,0,0
Luton,Watford,2021-04-17,0,1,1,1,0,1,3,0,2,0,0,0,1,0,0,1,0,1,0,0
Middlesbrough,QPR,2021-04-17,0,1,1,0,0,0,0,2,1,1,3,0,0,0,1,3,1,0,2,0
Nott'm Forest,Huddersfield,2021-04-17,1,0,2,1,0,0,0,0,0,2,1,0,0,5,0,2,0,0,1,1
Sheffield Weds,Bristol City,2021-04-17,0,1,0,1,1,1,0,3,0,0,0,0,0,1,1,2,1,0,0,1
Stoke,Preston,2021-04-17,1,1,0,1,0,1,0,1,0,2,0,3,0,0,1,0,0,0,0,0
Swansea,Wycombe,2021-04-17,0,0,0,1,1,0,1,0,1,0,0,3,2,0,1,0,0,2,0,2
Norwich,Bournemouth,2021-04-17,5,0,2,0,1,0,0,0,2,1,2,0,2,0,0,1,1,0,0,3
Rotherham,Birmingham,2021-04-18,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
Coventry,Barnsley,2021-04-18,1,0,2,1,0,0,1,0,0,0,2,0,1,0,1,1,1,1,0,0
Brentford,Cardiff,2021-04-20,0,0,0,0,2,0,3,0,1,1,1,1,0,0,1,1,0,1,0,1
Norwich,Watford,2021-04-20,1,0,0,3,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1
Preston,Derby,2021-04-20,0,2,0,3,0,0,0,0,0,1,0,0,1,1,0,1,1,2,0,0
Sheffield Weds,Blackburn,2021-04-20,1,0,0,1,1,1,0,3,1,1,1,0,1,1,1,1,1,0,0,0
Swansea,QPR,2021-04-20,0,0,2,2,1,0,1,0,1,1,3,0,2,1,0,0,0,0,0,1
Millwall,Bournemouth,2021-04-21,0,1,0,2,0,0,0,0,2,1,2,0,0,1,3,0,0,1,3,1
Rotherham,Middlesbrough,2021-04-21,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,2,1,0,1,1
Stoke,Coventry,2021-04-21,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,2,1,2
Wycombe,Bristol City,2021-04-21,1,0,0,3,0,0,2,2,0,0,0,0,0,1,1,0,0,2,1,0
Birmingham,Nott'm Forest,2021-04-21,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1
Huddersfield,Barnsley,2021-04-21,0,2,1,0,1,0,1,0,0,0,2,0,0,1,0,1,0,0,0,1
Luton,Reading,2021-04-21,0,0,1,0,0,1,3,0,0,0,1,1,0,2,0,0,0,0,0,0
Bournemouth,Brentford,2021-04-24,2,1,2,0,3,0,1,1,0,0,1,1,2,0,3,0,0,0,0,1
Barnsley,Rotherham,2021-04-24,0,0,2,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0
Blackburn,Huddersfield,2021-04-24,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,2,3,1,1
Cardiff,Wycombe,2021-04-24,1,1,1,1,0,0,1,1,0,1,2,0,0,0,2,2,1,1,1,0
Coventry,Preston,2021-04-24,1,0,1,0,1,0,2,2,1,0,2,0,0,0,0,0,0,0,0,1
Derby,Birmingham,2021-04-24,0,1,0,0,0,1,0,2,0,0,1,1,0,0,1,0,1,0,0,2
Middlesbrough,Sheffield Weds,2021-04-24,1,2,0,0,1,1,1,0,1,0,0,0,1,1,0,3,1,2,1,0
Nott'm Forest,Stoke,2021-04-24,0,1,0,1,0,0,1,1,0,1,2,2,0,1,0,1,0,1,1,0
QPR,Norwich,2021-04-24,1,1,3,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,2
Watford,Millwall,2021-04-24,2,0,0,0,0,0,1,0,0,3,1,1,0,0,0,0,1,0,0,0
Reading,Swansea,2021-04-25,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,2
Bristol City,Luton,2021-04-25,0,0,0,0,1,0,0,2,0,0,0,0,0,1,3,0,2,0,0,3
Brentford,Rotherham,2021-04-27,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0
Sheffield Weds,Nott'm Forest,2021-05-01,1,0,0,0,1,1,0,2,0,1,1,0,0,0,1,1,0,0,0,0
Birmingham,Cardiff,2021-05-01,0,0,1,1,0,1,2,0,1,1,1,0,0,0,1,1,0,0,2,2
Brentford,Watford,2021-05-01,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,0,0
Huddersfield,Coventry,2021-05-01,0,0,0,1,1,2,1,3,0,0,0,1,1,0,2,2,0,1,0,1
Luton,Middlesbrough,2021-05-01,0,0,0,0,0,2,3,0,1,1,2,0,1,1,1,0,1,0,1,0
Millwall,Bristol City,2021-05-01,0,3,1,1,0,1,0,0,2,0,0,3,1,0,0,2,2,2,1,0
Norwich,Reading,2021-05-01,0,0,0,1,1,0,2,1,1,0,1,2,0,0,0,0,1,3,1,0
Preston,Barnsley,2021-05-01,1,0,2,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0
Rotherham,Blackburn,2021-05-01,1,1,0,1,0,1,0,0,2,1,3,1,0,1,0,0,0,1,1,0
Stoke,QPR,2021-05-01,0,1,2,2,1,0,0,1,0,1,1,2,0,0,1,0,0,0,1,1
Swansea,Derby,2021-05-01,0,0,0,1,0,1,2,1,1,0,0,2,0,1,0,2,0,2,0,1
Wycombe,Bournemouth,2021-05-01,0,1,2,0,1,1,0,1,0,0,0,1,3,0,1,1,1,0,0,0
Luton,Rotherham,2021-05-04,1,1,0,0,0,2,3,0,0,1,1,0,0,1,0,0,0,0,0,0
Barnsley,Norwich,2021-05-08,1,0,0,0,0,1,0,1,1,1,3,0,1,0,2,1,2,0,1,1
Blackburn,Birmingham,2021-05-08,2,1,3,1,1,0,0,1,0,2,0,2,0,1,2,0,2,3,1,1
Bournemouth,Stoke,2021-05-08,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1
Bristol City,Brentford,2021-05-08,2,0,0,3,1,2,0,2,0,0,2,0,0,0,1,0,0,1,0,3
Cardiff,Rotherham,2021-05-08,1,1,1,0,2,0,2,0,0,1,1,0,0,0,0,0,0,1,1,0
Coventry,Millwall,2021-05-08,0,0,0,1,0,0,1,1,2,1,2,0,0,1,0,0,2,4,0,1
Derby,Sheffield Weds,2021-05-08,1,0,0,2,0,0,1,2,0,0,0,0,1,1,0,2,0,3,1,2
Middlesbrough,Wycombe,2021-05-08,1,1,2,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,2,1
Nott'm Forest,Preston,2021-05-08,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,2
QPR,Luton,2021-05-08,0,1,1,2,1,0,1,0,0,0,0,0,0,2,3,0,1,2,1,0
Reading,Huddersfield,2021-05-08,1,0,1,2,1,1,0,3,0,0,1,1,1,2,1,3,2,0,1,1
Watford,Swansea,2021-05-08,1,0,0,0,0,0,0,2,0,0,2,1,0,1,2,1,0,2,0,0
